요양기관명,종별,시도,시군구,읍면동,주소,전화번호,홈페이지,개설일자,총의사수,피부과전문의수,좌표X,좌표Y,요양기호
로데오소아청소년과의원,의원,경기,파주시,금촌동,"경기도 파주시 금빛로 24-18, 거성프라자 (금촌동)",031-1877-5171,,41688,1,0,126.7676735,37.7516374,JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMzUxIzMxIyQxIyQzIyQ5MiQyNjEwMDIjNDEjJDEjJDgjJDgz
로타리내과정형외과의원,의원,경기,파주시,금촌동,"경기도 파주시 시청로 2, 2층 (금촌동)",031-941-0520,,37772,2,0,126.7742248,37.757838999999997,JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxOTYxIzMxIyQxIyQ3IyQ4OSQyNjEyMjIjNjEjJDEjJDQjJDgz
루미엘의원,의원,경기,파주시,와동동,"경기도 파주시 와석순환로515번길 91, 607,608호 (와동동)",031-945-6971,,45671,1,0,126.7635808,37.728270600000002,JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzUxIyQxIyQxIyQ3MiQyNjE0ODEjNjEjJDEjJDQjJDgz
리멤버피부과의원,의원,경기,파주시,목동동,"경기도 파주시 교하로 87, 삼성프라자 303,304호 (목동동)",031-949-2662,,43174,1,1,126.73393350000001,37.727651899999998,JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzIxIyQxIyQ5IyQ3OSQyNjEyMjIjNTEjJDEjJDYjJDgz
맘앤차일드소아청소년과의원,의원,경기,파주시,와동동,"경기도 파주시 미래로602번길 3, 303호 (와동동, 윤정프라자)",947-0085,,40315,1,0,126.75168069999999,37.731276100000002,JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxNzAyIzExIyQyIyQzIyQwMCQyNjEyMjIjNTEjJDEjJDYjJDgz
메디플러스의원,의원,경기,파주시,문산읍,"경기도 파주시 문산읍 문향로 93, 4층",031-950-9119,,41311,2,0,126.78662730000001,37.859970099999998,JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzUxIyQxIyQ1IyQxMyQzNjE0ODEjODEjJDEjJDIjJDgz
문산대성의원,의원,경기,파주시,문산읍,"경기도 파주시 문산읍 봉미로 2, (문산대성의원)",954-6061,,37880,1,0,126.7874899,37.860991800000001,JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxMzUxIzUxIyQxIyQxIyQ4MiQyNjE4MzIjODEjJDEjJDYjJDgz
문산서울정형외과의원,의원,경기,파주시,문산읍,"경기도 파주시 문산읍 문산로40번길 22, 문산서울정형외과의원",031-952-3198,,36603,2,0,126.78348750000001,37.856413099999997,JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMTkxIzQxIyQxIyQ3IyQwMyQ0NjE0ODEjNzEjJDEjJDgjJDgz
문산현대의원,의원,경기,파주시,문산읍,"경기도 파주시 문산읍 문향로49번길 12, (문산제일종합상가)",031-953-1311,,37139,1,0,126.7848857,37.856565000000003,JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzIxIyQxIyQxIyQ3OSQzNjE4MzIjNTEjJDEjJDIjJDgz
미소드림의원,의원,경기,파주시,금촌동,"경기도 파주시 중앙로 331, 2층,5층 (금촌동)",031-948-7270,,39093,1,0,126.7738355,37.764824400000002,JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMTkxIzIxIyQxIyQ5IyQ5MiQ0NjEwMDIjODEjJDEjJDYjJDgz
미소아청소년과의원,의원,경기,파주시,와동동,"경기도 파주시 가람로116번길 57, 301호 일부호 (와동동, 중앙타워)",031-945-2400,,42419,1,0,126.7645706,37.734951299999999,JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxOTYxIzIxIyQxIyQ1IyQ4MiQzNjE0ODEjODEjJDEjJDYjJDgz
박진아소아청소년과의원,의원,경기,파주시,금촌동,"경기도 파주시 새꽃로 62, 303호 (금촌동, 베스트프라자)",031-943-4762,,38526,1,0,126.768947,37.755582099999998,JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMzUxIzMxIyQxIyQzIyQ5MiQyNjEyMjIjODEjJDEjJDIjJDgz
법원중앙외과의원,의원,경기,파주시,법원읍,"경기도 파주시 법원읍 사임당로 835-1, (법원읍)",031-959-1112,,37134,1,0,126.87371090000001,37.8493244,JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxNzAyIzExIyQxIyQzIyQ4MiQyNjEyMjIjNjEjJDEjJDAjJDgz
베리미의원,의원,경기,파주시,목동동,"경기도 파주시 청암로17번길 55, 402호~405호 (목동동)",031-948-1231,,44727,1,0,126.73479740000001,37.727957500000002,JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzIxIyQxIyQxIyQ2MiQyNjE0ODEjNDEjJDEjJDQjJDgz
베스트이비인후과의원,의원,경기,파주시,와동동,"경기도 파주시 미래로602번길 3, 윤정프라자 301호 (와동동)",031-948-2255,,43521,1,0,126.75168069999999,37.731276100000002,JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzUxIyQxIyQxIyQ4OSQyNjEwMDIjODEjJDEjJDIjJDgz
별의원,의원,경기,파주시,문산읍,"경기도 파주시 문산읍 방촌로 1733, (문산읍)",954-7227,,39092,1,0,126.7849501,37.867438,JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxNzAyIzExIyQxIyQ3IyQxMyQyNjE0ODEjNzEjJDEjJDgjJDgz
봄소아청소년과의원,의원,경기,파주시,문산읍,"경기도 파주시 문산읍 당동2로 1, 홈프라자 3층304호",031-952-7570,,40466,1,0,126.7851125,37.867758299999998,JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxNzAyIzExIyQxIyQ3IyQxMyQ0NjE0ODEjNTEjJDEjJDIjJDgz
뷰티온의원 파주운정점,의원,경기,파주시,야당동,"경기도 파주시 경의로 1068, 삼융프라자 7층 702,703호 (야당동)",031-937-8428,,45188,3,0,126.7596661,37.712585300000001,JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzExIyQxIyQ3IyQ2MiQyNjEyMjIjNDEjJDEjJDQjJDgz
삼성마취통증의학과의원,의원,경기,파주시,금촌동,"경기도 파주시 후곡로 3, 201호 (금촌동, 현인메트로)",031-945-2030,,40044,1,0,126.7740307,37.757164899999999,JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMTkxIzMxIyQxIyQ3IyQ5MiQ0NjE0ODEjNjEjJDEjJDAjJDgz
새서울의원,의원,경기,파주시,광탄면,"경기도 파주시 광탄면 혜음로 1120, (광탄면)",031-947-5401,,34338,1,0,126.84761949999999,37.781627499999999,JDQ4MTYyMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzQxIyQxIyQ3IyQxMyQyNjE0ODEjNTEjJDEjJDIjJDgz
서울365외과의원,의원,경기,파주시,야당동,"경기도 파주시 경의로 1066, 야당중앙타워 4층 (야당동)",031-947-7277,,43411,2,0,126.75964039999999,37.712294300000003,JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzExIyQxIyQ3IyQ5MiQzNjE0ODEjNjEjJDEjJDgjJDgz
서울가정의학과의원,의원,경기,파주시,문산읍,"경기도 파주시 문산읍 독서울1길 14, (선유프라자 2층)",031-937-8275,,41628,1,0,126.80452459999999,37.865851800000002,JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMzUxIzIxIyQxIyQ5IyQxMyQyNjE0ODEjNDEjJDEjJDgjJDgz
서울성모의원,의원,경기,파주시,문발동,"경기도 파주시 숲속노을로 275, 503,504,505,506호 (문발동, 진원빌딩)",031-947-5275,,40156,3,0,126.7108602,37.725036099999997,JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxMzUxIzIxIyQxIyQ5IyQ4MiQzNjE4MzIjNjEjJDEjJDgjJDgz
서울의원,의원,경기,파주시,문산읍,"경기도 파주시 문산읍 문향로 107, 서울의원",031-952-3375,,34471,1,0,126.7875183,37.860890400000002,JDQ4MTYyMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzUxIyQxIyQ1IyQwMyQyNjEwMDIjNjEjJDEjJDgjJDgz
서울하나로의원,의원,경기,파주시,야당동,"경기도 파주시 경의로 1090, 삼융타워 504, 505, 506호 (야당동)",031-943-6037,,42370,1,0,126.7600697,37.714506499999999,JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzIxIyQxIyQxIyQxMyQzNjEyMjIjNTEjJDEjJDYjJDgz
서울훼밀리의원,의원,경기,파주시,동패동,"경기도 파주시 청석로 256, 4층 (동패동, 교하일번가)",031-947-6025,http://www.535sc.com,38979,1,0,126.7176874,37.724677100000001,JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMzUxIzQxIyQxIyQ3IyQ5OSQ0NjE0ODEjNTEjJDEjJDYjJDgz
세솔메디컬의원,의원,경기,파주시,와동동,"경기도 파주시 미래로 620, 해솔프라자 3층 301호 (와동동)",031-945-4567,,43930,1,0,126.7511088,37.7323989,JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzIxIyQxIyQ1IyQ5MiQ0NjE0ODEjNTEjJDEjJDIjJDgz
속편한내과의원,의원,경기,파주시,금촌동,"경기도 파주시 후곡로 21, 301호 (금촌동, 용석파워프라자)",031-943-7582,http://www.sok7582.com,37792,2,0,126.77393259999999,37.755524200000004,JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxOTYxIzQxIyQxIyQ3IyQwMyQzNjEyMjIjNzEjJDEjJDgjJDgz
손호찬피부과의원,의원,경기,파주시,다율동,"경기도 파주시 해올1길 7, 301호 (다율동)",031-934-0676,,44827,1,1,126.730019,37.733856400000001,JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzMxIyQxIyQ3IyQ5OSQyNjE4MzIjNDEjJDEjJDQjJDgz
수피부과의원,의원,경기,파주시,동패동,"경기도 파주시 미래로 371, 301호 (동패동)",031-949-0505,www.sooskin.net,41774,3,3,126.7458695,37.711056499999998,JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMzUxIzMxIyQxIyQ3IyQwMyQyNjEwMDIjNjEjJDEjJDQjJDgz
스노우의원,의원,경기,파주시,와동동,"경기도 파주시 경의로 1246, 201호~205호 (와동동)",031-941-0912,https://paju-snow.co.kr,45482,2,0,126.7612285,37.728648,JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzMxIyQxIyQzIyQ5MiQzNjEyMjIjNDEjJDEjJDQjJDgz
신아가정의학과의원,의원,경기,파주시,목동동,"경기도 파주시 미래로 537, 201호 (목동동, 현대1차단지상가)",031-957-0342,,38103,1,0,126.7507861,37.725431999999998,JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMTkxIzIxIyQyIyQ1IyQwMCQzNjE0ODEjNTEjJDEjJDIjJDgz
아람소아청소년과의원,의원,경기,파주시,금촌동,"경기도 파주시 새꽃로 27, (금촌동, 금촌크리닉 303호)",031-943-3375,,38390,1,0,126.7683955,37.752435699999999,JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxOTYxIzIxIyQxIyQ5IyQ4MiQzNjE0ODEjNjEjJDEjJDQjJDgz
아름담의원,의원,경기,파주시,금촌동,"경기도 파주시 금빛로 15, 미라클프라자 310호 (금촌동)",949-1005,,38782,1,0,126.7666431,37.750919699999997,JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMzUxIzUxIyQxIyQ1IyQ3OSQyNjEwMDIjNjEjJDEjJDAjJDgz
양철수비뇨기과의원,의원,경기,파주시,문산읍,"경기도 파주시 문산읍 문향로 52-1, 302호",031-952-3111,,39941,1,0,126.7855666,37.856742199999999,JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMTkxIzMxIyQxIyQzIyQxMyQyNjEwMDIjNjEjJDEjJDQjJDgz
에센스피부과의원,의원,경기,파주시,동패동,"경기도 파주시 청석로 272, 602호 (동패동, 센타프라자1)",031-946-0700,http://www.essence-skin.co.kr/,38979,1,1,126.717702,37.726117899999998,JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxOTYxIzIxIyQxIyQxIyQ4MiQyNjEyMjIjNzEjJDEjJDgjJDgz
엘로디의원,의원,경기,파주시,와동동,"경기도 파주시 경의로 1204, 월드타워10 405호~410호 (와동동)",031-937-8712,,44834,1,0,126.7615095,37.724998999999997,JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzMxIyQxIyQ3IyQ3MiQyNjE0ODEjNzEjJDEjJDgjJDgz
연세가정의학과의원,의원,경기,파주시,금촌동,"경기도 파주시 문화로 65, (금촌동)",031-946-0115,http://www.yonseifamily.net/,37925,1,0,126.7757483,37.760246000000002,JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxOTYxIzMxIyQxIyQzIyQ5OSQzNjEwMDIjNTEjJDEjJDIjJDgz
연세바른가정의학과의원,의원,경기,파주시,목동동,"경기도 파주시 교하로159번길 7, 목동프라자2 201, 202호 (목동동)",031-948-7717,,43522,2,0,126.7386484,37.722921300000003,JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzUxIyQxIyQxIyQ4OSQyNjE4MzIjNjEjJDEjJDAjJDgz
연세소아청소년과의원,의원,경기,파주시,다율동,"경기도 파주시 해올로 50-47, 303,304호 (다율동)",031-942-8875,,45896,1,0,126.7307325,37.738482300000001,JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxOTYxIzExIyQxIyQzIyQ4OSQzNjE0ODEjNjEjJDEjJDQjJDgz
연세안과의원,의원,경기,파주시,금촌동,"경기도 파주시 중앙로 308, 3층 (금촌동, 금촌현대타워상가)",031-944-7053,,33660,1,0,126.7757118,37.763396899999996,JDQ4MTYyMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzExIyQxIyQ3IyQxMyQyNjE4MzIjODEjJDEjJDYjJDgz
연세에이스정형외과의원,의원,경기,파주시,금촌동,"경기도 파주시 금릉역로 84, 청원센트럴타워 5층 (금촌동)",031-946-8875,,45909,1,0,126.76595399999999,37.7521117,JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzIxIyQxIyQ1IyQ3MiQzNjE0ODEjNDEjJDEjJDgjJDgz
연세영의원,의원,경기,파주시,야당동,"경기도 파주시 경의로 1080, 307호 (야당동)",031-947-2567,https://www.maypure.co.kr,45561,1,0,126.75999419999999,37.713812300000001,JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzMxIyQxIyQ3IyQwMyQyNjE4MzIjODEjJDEjJDYjJDgz
연세으뜸이비인후과의원,의원,경기,파주시,다율동,"경기도 파주시 청암로 75, 상상메디컬프라자 605호,606호 (다율동)",031-949-0050,,44946,1,0,126.7330309,37.734814499999999,JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzQxIyQxIyQ3IyQwMyQzNjE4MzIjNTEjJDEjJDIjJDgz
연풍의원,의원,경기,파주시,파주읍,"경기도 파주시 파주읍 혜음로 1696-2, (파주읍)",031-953-2004,,40763,1,0,126.8403441,37.829021699999998,JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzUxIyQxIyQ1IyQ4MiQzNjEyMjIjNzEjJDEjJDgjJDgz
예닮의원,의원,경기,파주시,광탄면,"경기도 파주시 광탄면 등원로 524, (광탄면)",031-957-3275,,38726,1,0,126.845326,37.782207700000001,JDQ4MTYyMiM1MSMkMiMkMCMkMDAkMzgxMTkxIzMxIyQxIyQ3IyQ5OSQyNjE4MzIjNjEjJDEjJDAjJDgz
예쁨톡톡의원,의원,경기,파주시,동패동,"경기도 파주시 초롱꽃로 109, 407호 (동패동)",031-943-5422,,45579,1,0,126.7163759,37.712398899999997,JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzIxIyQxIyQ1IyQ4MiQ0NjEwMDIjNTEjJDEjJDIjJDgz
오늘도365의원,의원,경기,파주시,야당동,"경기도 파주시 경의로 1080, 명동프라자 2층 205호 (야당동)",1800-1197,http://www.ohneuldo.com,45023,1,0,126.75999419999999,37.713812300000001,JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzUxIyQxIyQ1IyQ5OSQyNjE4MzIjODEjJDEjJDYjJDgz
우리내과의원,의원,경기,파주시,야당동,"경기도 파주시 와석순환로 70, 301호 (야당동, 신운정프라자2)",031-957-5966,http://nanum-medical.co.kr,40903,1,0,126.7514955,37.710462999999997,JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxNzAyIzQxIyQxIyQ3IyQ4OSQyNjE0ODEjNzEjJDEjJDgjJDgz
우리집의원,의원,경기,파주시,와동동,"경기도 파주시 금바위로 45, 2층 (와동동, 동문2차상가)",031-948-8796,,37510,1,0,126.7583638,37.728426499999998,JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMTkxIzExIyQxIyQzIyQxMyQzNjE4MzIjNTEjJDEjJDIjJDgz
운정문항외과의원,의원,경기,파주시,야당동,"경기도 파주시 경의로 1092, 유은타워3 404-405호 (야당동)",031-943-0210,,43420,1,0,126.76012470000001,37.714917499999999,JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzQxIyQxIyQ3IyQ3OSQyNjE0ODEjNjEjJDEjJDgjJDgz
운정바른정형외과의원,의원,경기,파주시,다율동,"경기도 파주시 청암로 75, 상상메디컬프라자 501호~504호 (다율동)",031-948-1120,,45035,1,0,126.7330309,37.734814499999999,JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzUxIyQxIyQ1IyQ2MiQzNjEwMDIjNDEjJDEjJDQjJDgz
운정베스트의원,의원,경기,파주시,와동동,"경기도 파주시 가람로 49, 중앙프라자 302호 (와동동)",031-941-6789,,43878,1,0,126.7556173,37.734455400000002,JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzIxIyQxIyQxIyQwMyQzNjEyMjIjNzEjJDEjJDgjJDgz
운정삼성내과의원,의원,경기,파주시,와동동,"경기도 파주시 미래로602번길 3, 402,403호 (와동동, 윤정프라자)",031-8071-5558,,40325,2,0,126.75168069999999,37.731276100000002,JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxNzAyIzExIyQxIyQzIyQ5MiQ0NjEwMDIjNDEjJDEjJDQjJDgz
운정서울여성의원,의원,경기,파주시,와동동,"경기도 파주시 경의로1240번길 30, 405호~407호 (와동동)",031-942-6434,,44860,1,0,126.7626174,37.727690000000003,JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzMxIyQxIyQ3IyQ5MiQ0NjE0ODEjNzEjJDEjJDgjJDgz
운정성모내과의원,의원,경기,파주시,와동동,"경기도 파주시 미래로 620, 해솔프라자 401호~404호 (와동동)",031-947-0119,,40589,1,0,126.7511088,37.7323989,JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzQxIyQxIyQ3IyQ3OSQyNjE0ODEjNzEjJDEjJDgjJDgz
운정센트럴365의원,의원,경기,파주시,동패동,"경기도 파주시 물향기2로 157, 303~305호 (동패동)",031-941-1365,,46184,1,0,126.7293277,37.7209097,JDU4MTI3MSM1MSMkMiMkOCMkMDAkMzgxMzUxIzExIyQxIyQzIyQxMyQzNjE4MzIjODEjJDEjJDYjJDgz
운정연세사랑의원,의원,경기,파주시,와동동,"경기도 파주시 미래로 610, 401,402호 (와동동, 운정메디컬프라자)",031-945-5975,http://www.sarangclinic.kr,40457,2,0,126.7514601,37.731623200000001,JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxNzAyIzExIyQxIyQ3IyQxMyQyNjEwMDIjNjEjJDEjJDQjJDgz
운정온케어365의원,의원,경기,파주시,동패동,"경기도 파주시 청석로 122, 509~520호 (동패동)",031-942-0365,,45807,3,0,126.7211085,37.713437599999999,JDU4MTI3MSM1MSMkMiMkOCMkMDAkMzgxMzUxIzExIyQxIyQzIyQ4OSQyNjEwMDIjNDEjJDEjJDgjJDgz
운정척신경외과의원,의원,경기,파주시,야당동,"경기도 파주시 경의로 1066, 302,304~306호 (야당동)",031-935-6475,,44685,1,0,126.75964039999999,37.712294300000003,JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzIxIyQxIyQ1IyQ4MiQzNjEyMjIjNjEjJDEjJDAjJDgz
운정컴포트정신건강의학과의원,의원,경기,파주시,와동동,"경기도 파주시 경의로1240번길 37-1, 405호, 406호 (와동동)",031-943-5905,,45652,3,0,126.76365869999999,37.728754199999997,JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzUxIyQxIyQxIyQ5OSQyNjEyMjIjNDEjJDEjJDQjJDgz
웰스피부과의원,의원,경기,파주시,동패동,"경기도 파주시 와석순환로 133, (동패동, 형성프라자)",031-943-2374,,42943,1,1,126.74513469999999,37.712113000000002,JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzExIyQyIyQ3IyQwMCQyNjEwMDIjODEjJDEjJDIjJDgz
유성재내과의원,의원,경기,파주시,금촌동,"경기도 파주시 금빛로 24-27, (금촌동, 제일메디칼빌딩 402호)",031-957-8998,,38381,1,0,126.7683492,37.7519372,JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMzUxIzIxIyQxIyQxIyQ5MiQ0NjEwMDIjNjEjJDEjJDgjJDgz
유엘내과의원,의원,경기,파주시,야당동,"경기도 파주시 경의로 1100, 연세프라자 404,405호 (야당동)",031-942-7558,,45929,1,0,126.76015630000001,37.7153372,JDU4MTI3MSM1MSMkMiMkOCMkMDAkMzgxMzUxIzExIyQyIyQzIyQwMCQyNjE0ODEjODEjJDEjJDIjJDgz
으뜸정형외과의원,의원,경기,파주시,동패동,"경기도 파주시 와석순환로 133, 형성프라자 301호 (동패동)",031-949-2580,,41267,5,0,126.74513469999999,37.712113000000002,JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzQxIyQxIyQ3IyQ4OSQzNjEyMjIjODEjJDEjJDIjJDgz
이수동소아청소년과의원,의원,경기,파주시,동패동,"경기도 파주시 책향기로 439, 301,302호 (동패동, 책향기마을10단지동문굿모닝힐상가동)",031-957-1869,,38852,1,0,126.72038310000001,37.724595700000002,JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxOTYxIzExIyQxIyQzIyQ4MiQ0NjE0ODEjNTEjJDEjJDYjJDgz
적성이강흉부외과의원,의원,경기,파주시,적성면,"경기도 파주시 적성면 청송로 1051, 1층",031-959-2119,,40422,1,0,126.9213609,37.955993700000001,JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMzUxIzIxIyQxIyQxIyQ3MiQyNjE0ODEjNzEjJDEjJDgjJDgz
제일의원,의원,경기,파주시,적성면,"경기도 파주시 적성면 청송로 1023, (적성면)",031-959-6004,,36770,1,0,126.91867740000001,37.9546165,JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxNzAyIzExIyQxIyQzIyQ3MiQyNjE4MzIjNjEjJDEjJDQjJDgz
조&킴피부과의원,의원,경기,파주시,금촌동,"경기도 파주시 새꽃로 27, 404호 (금촌동, 금촌클리닉)",031-946-7444,,38450,1,1,126.7683955,37.752435699999999,JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxOTYxIzMxIyQxIyQzIyQ3MiQzNjEwMDIjNTEjJDEjJDIjJDgz
조앤킴피부과의원,의원,경기,파주시,목동동,"경기도 파주시 교하로 75, (목동동, 신운정프라자3, 203호 204호)",031-941-6800,,40977,1,1,126.7332359,37.728619399999999,JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzUxIyQyIyQ1IyQwMCQyNjE0ODEjNDEjJDEjJDgjJDgz
조은소아청소년과의원,의원,경기,파주시,조리읍,"경기도 파주시 조리읍 봉천로 22-2, 22",031-946-6231,,36589,1,0,126.8092343,37.743317699999999,JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMTkxIzQxIyQxIyQ3IyQ2MiQzNjEyMjIjNDEjJDEjJDgjJDgz
조이소아청소년과의원,의원,경기,파주시,다율동,"경기도 파주시 해올1길 12, 201호~203호 (다율동)",031-937-8761,,45288,1,0,126.7295189,37.733610300000002,JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzIxIyQxIyQxIyQ3MiQ0NjE0ODEjNTEjJDEjJDIjJDgz
조현철이비인후과의원,의원,경기,파주시,조리읍,"경기도 파주시 조리읍 고봉로 1039, 401-403호 (아트텔)",031-949-7068,,36894,1,0,126.8082646,37.743808399999999,JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxNzAyIzIxIyQxIyQxIyQ3OSQzNjE4MzIjNjEjJDEjJDAjJDgz
중앙항외과의원,의원,경기,파주시,금릉동,"경기도 파주시 중앙로 193, (금능동, 메트로프라자 4층)",031-946-1761,http://www.pajugs.co.kr,33943,1,0,126.7819859,37.754511999999998,JDQ4MTYyMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQxIyQ5IyQ5OSQzNjEyMjIjNDEjJDEjJDgjJDgz
지엘비뇨의학과의원,의원,경기,파주시,목동동,"경기도 파주시 청암로17번길 33, 503호 (목동동, 현대메디컬프라자)",031-945-8270,,42690,1,0,126.7363864,37.728709299999998,JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzUxIyQxIyQxIyQ3OSQyNjE4MzIjNDEjJDEjJDgjJDgz
참사랑소아청소년과의원,의원,경기,파주시,동패동,"경기도 파주시 청석로 256, 교하일번가빌딩 404호, 407호 (동패동)",031-937-8757,http://www.ttped.kr/,44925,1,0,126.7176874,37.724677100000001,JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMTkxIzUxIyQxIyQ1IyQwMyQ0NjEwMDIjODEjJDEjJDYjJDgz
청담스킨성형외과의원,의원,경기,파주시,다율동,"경기도 파주시 해올1길 31, 이타워2 315호~317호 (다율동)",031-941-0070,,45397,1,0,126.7279455,37.732095999999999,JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzIxIyQxIyQ5IyQ5OSQ0NjE0ODEjNTEjJDEjJDYjJDgz
청담의원,의원,경기,파주시,문산읍,"경기도 파주시 문산읍 방촌로 1721, 401호 (우리메디칼프라자)",031-953-9900,,41332,1,0,126.78461419999999,37.866500299999998,JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMzUxIzExIyQxIyQ3IyQwMyQzNjEwMDIjNjEjJDEjJDgjJDgz
초롱소아청소년과의원,의원,경기,파주시,동패동,"경기도 파주시 초롱꽃로 141, B동 302호, 303호 (동패동)",031-957-0050,,45439,1,0,126.719959,37.712643999999997,JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzMxIyQxIyQzIyQ3OSQzNjEyMjIjODEjJDEjJDYjJDgz
파주미래성형외과의원,의원,경기,파주시,동패동,"경기도 파주시 미래로 371, 401호 (동패동, 씨티타워)",031-957-7474,,38680,1,0,126.7458695,37.711056499999998,JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMzUxIzQxIyQxIyQ3IyQxMyQyNjEwMDIjNzEjJDEjJDgjJDgz
파주서울의원,의원,경기,파주시,법원읍,"경기도 파주시 법원읍 사임당로 854, (법원읍)",031-959-1119,,42331,1,0,126.87549300000001,37.848773000000001,JDQ4MTYyMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzMxIyQxIyQzIyQ3OSQyNjE4MzIjODEjJDEjJDYjJDgz
