우선순위,결함수,요양기관명,시도,시군구,전화,홈페이지,방침페이지(여기서 확인),문의폼,후크,이메일,확인일,비고
4,2,노블클래식의원,서울,강북구,02-988-0057,http://www.nobleclassic.com/,https://nobleclassic.com/?privacy=terms&tabIdx=0,0,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / 모바일 가로스크롤 발생,,2026-08-06,이메일 미발견
4,2,미애로여성의원,서울,강북구,02-996-4500,http://www.miaerosu.com/,http://www.miaerosu.com/shop_info/privacy.htm,2,HTTPS 미설정(http로만 접속) / 모바일 가로스크롤 발생,,2026-08-06,이메일 미발견
4,2,방외과의원,서울,강북구,02-984-1255,http://www.barng.co.kr/,http://www.barng.co.kr/privacy.html?PHPSESSID=a9b499c00c730a9d79bbe639735cf8ae,1,HTTPS 미설정(http로만 접속) / 푸터 카피라이트 2016 — 방치 인상,drbarng@naver.com,2026-08-06,방침페이지
4,2,샤인의원,서울,강북구,02-989-7654,https://shineclinic.kr/,https://shineclinic.kr/bbs/content.php?co_id=privacy,0,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / 모바일 가로스크롤 발생,shine9897654@naver.com,2026-08-06,방침페이지
4,2,엘앤에스비뇨기과의원,서울,강북구,02-988-1151,http://www.lnsclinic.com/,http://www.lnsclinic.com/bbs/content.php?co_id=privacy,2,HTTPS 미설정(http로만 접속) / tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨,lnsclinic1@naver.com,2026-08-06,푸터/본문
4,2,푸름외과의원,서울,강북구,02-981-6006,http://epurum.net/,http://epurum.net/?page_id=2699,0,HTTPS 미설정(http로만 접속) / 푸터 카피라이트 2013 — 방치 인상,1purum@gmail.com,2026-08-06,푸터/본문(mailto)
4,2,셀로디피부과의원 강서점,서울,강서구,02-3664-1675,https://ks.cellodyskin.com/,https://ks.cellodyskin.com/bbs/content.php?co_id=privacy,0,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / 모바일 가로스크롤 발생,,2026-08-06,이메일 미발견
4,2,코앤유의원,서울,강서구,02-2661-0567,http://www.conyou.co.kr/,http://www.conyou.co.kr/#none,2,HTTPS 미설정(http로만 접속) / tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨,beautydr@hotmail.com,2026-08-06,푸터/본문
4,2,하나메디퀸즈의원,서울,강서구,,http://hanamediqueens.com/,http://hanamediqueens.com/#,0,HTTPS 미설정(http로만 접속) / tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨,,2026-08-06,이메일 미발견
4,2,미인의원,서울,구로구,02-858-6008,http://miinclinic.kr/,http://www.miinclinic.kr/shop_info/privacy.htm,0,HTTPS 미설정(http로만 접속) / tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨,,2026-08-06,이메일 미발견
4,2,슈퍼스타피부과의원,서울,구로구,02-859-7579,http://www.superskin.co.kr/,http://www.superskin.co.kr/member/privacy.html,0,HTTPS 미설정(http로만 접속) / viewport 없음 — 모바일 미대응,,2026-08-06,이메일 미발견
4,2,지앤산부인과의원,서울,구로구,02-852-2828,http://www.jiaen.co.kr/,http://www.jiaen.co.kr/common/html/privacy.html,0,HTTPS 미설정(http로만 접속) / 푸터 카피라이트 2018 — 방치 인상,juliet526@naver.com,2026-08-06,방침페이지
4,2,차앤박피부과의원,서울,노원구,02-933-0571,http://www.cnpskin.com/hos/main.php?groupid=cnpskin18,https://www.cnpskin.com/pc/cnp/terms/privacy-notice.html,1,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / 모바일 가로스크롤 발생,,2026-08-06,공용/제작사 의심 제외: webding@cnpskin.com / 방침페이지
4,2,태릉본비뇨기과의원,서울,노원구,02-960-8108,http://www.bornuro.co.kr/,http://www.bornuro.co.kr/?mode=privacy,1,HTTPS 미설정(http로만 접속) / tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨,,2026-08-06,이메일 미발견
4,2,피오나여성의원,서울,노원구,02-951-7111,http://www.fionaclinic.co.kr/,http://www.fionaclinic.co.kr/?mode=privacy,1,HTTPS 미설정(http로만 접속) / tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨,,2026-08-06,이메일 미발견
4,2,더샤인한스의원,서울,도봉구,990-3002,http://mantamo.com/,http://mantamo.com/?mode=privacy,3,HTTPS 미설정(http로만 접속) / 푸터 카피라이트 2011 — 방치 인상,,2026-08-06,이메일 미발견
4,2,서울항맥외과의원,서울,도봉구,02-997-0700,http://www.anovein.com/,http://www.anovein.com/shop_info/privacy.htm,1,HTTPS 미설정(http로만 접속) / 모바일 가로스크롤 발생,,2026-08-06,이메일 미발견
4,2,연세애드미피부과의원,서울,도봉구,02-906-1400,http://www.addbeauty.co.kr/,http://www.addmiskin.com/info_ma,5,HTTPS 미설정(http로만 접속) / viewport 없음 — 모바일 미대응,beauskin@naver.com,2026-08-06,방침페이지
4,2,더힐피부과의원,서울,동대문구,02-960-3469,https://thehealddm.com/,https://thehealddm.com/bbs/content.php?co_id=privacy,0,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / viewport 없음 — 모바일 미대응,,2026-08-06,이메일 미발견
4,2,미소퀸산부인과의원,서울,마포구,02-704-9988,http://www.misoqueen.co.kr/,http://www.misoqueen.co.kr/?menu=38,1,HTTPS 미설정(http로만 접속) / tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨,drkkkim@naver.com,2026-08-06,방침페이지
4,2,메이저피부과의원 신촌점,서울,서대문구,02-392-7582,http://majorskin.co.kr/,https://majorskin.co.kr/?privacy=terms&tabIdx=0,0,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / 모바일 가로스크롤 발생,,2026-08-06,이메일 미발견
4,2,차앤박피부과의원,서울,서대문구,02-3147-0300,http://www.cnpskin.com/,https://www.cnpskin.com/pc/cnp/terms/privacy-notice.html,2,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / 모바일 가로스크롤 발생,,2026-08-06,공용/제작사 의심 제외: webding@cnpskin.com / 방침페이지
4,2,강남연세재활의학과의원,서울,서초구,02-3478-0216,http://www.ksspine.co.kr/,http://ksspine.co.kr/?mode=privacy,1,HTTPS 미설정(http로만 접속) / tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨,,2026-08-06,이메일 미발견
4,2,고익수성형외과의원,서울,서초구,02-3446-7100,http://www.petit.co.kr/,http://www.petit.co.kr/bbs/content.php?co_id=privacy,0,HTTPS 미설정(http로만 접속) / 푸터 카피라이트 2019 — 방치 인상,,2026-08-06,이메일 미발견
4,2,김연진의 퓨린피부과의원,서울,서초구,3477-7070,http://www.pureen.co.kr/,http://www.pureen.co.kr/privacy.html,0,HTTPS 미설정(http로만 접속) / tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨,ceo@pureen.co.kr,2026-08-06,하위페이지(mailto)
4,2,메종드엠의원,서울,서초구,02-533-7001,https://mdem.co.kr/,https://mdem.co.kr/member/policy.jsp,2,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / 모바일 가로스크롤 발생,,2026-08-06,이메일 미발견
4,2,바롬의원,서울,서초구,02-594-3644,http://www.varomclinic.co.kr/,https://www.varomclinic.co.kr/privacy,0,모바일 가로스크롤 발생 / 푸터 카피라이트 2007 — 방치 인상,,2026-08-06,이메일 미발견
4,2,본아이성형외과의원,서울,서초구,02-1899-7233,http://www.boneeye.co.kr/,https://www.boneeye.co.kr/theme/weaver/bbs/privacy.php,1,모바일 가로스크롤 발생 / 푸터 카피라이트 2016 — 방치 인상,boneeye@boneeye.co.kr,2026-08-06,방침페이지
4,2,브라운성형외과의원,서울,서초구,02-518-2400,http://www.braunps.co.kr/,https://www.braunps.co.kr/bbs/page.php?hid=privacy,3,모바일 가로스크롤 발생 / 푸터 카피라이트 2009 — 방치 인상,jkahn3384@nate.com,2026-08-06,방침페이지
4,2,아티크의원,서울,서초구,02-532-7700,https://artiqueclinic.com/,https://artiqueclinic.com/bbs/content.php?co_id=privacy,1,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / 모바일 가로스크롤 발생,,2026-08-06,이메일 미발견
4,2,알유(RU)성형외과의원,서울,서초구,02-594-4000,https://www.ruprs.com/,https://www.ruprs.com/bbs/content.php?co_id=privacy,0,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / 모바일 가로스크롤 발생,,2026-08-06,이메일 미발견
4,2,연세스타피부과의원,서울,서초구,02-582-0828,http://www.mystarskin.co.kr/,https://www.mystarskin.co.kr/index.php/member/privacy/51,2,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / viewport 없음 — 모바일 미대응,,2026-08-06,이메일 미발견
4,2,완성형외과의원,서울,서초구,02-546-0222,https://wanprs.com/,https://wanprs.com/bbs/content.php?co_id=privacy,0,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / 모바일 가로스크롤 발생,,2026-08-06,이메일 미발견
4,2,위즈미여성의원,서울,서초구,02-2651-3030,http://wmclinic.co.kr/,http://wmclinic.co.kr/page/?pid=privacy,2,HTTPS 미설정(http로만 접속) / tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨,ceo@cknetworks.co.kr,2026-08-06,하위페이지
4,2,지디에스성형외과의원,서울,서초구,02-573-7515,http://www.gdsprs.com/,http://www.gdsprs.com/bbs/content.php?co_id=privacy,0,HTTPS 미설정(http로만 접속) / viewport 없음 — 모바일 미대응,kcw6769@naver.com,2026-08-06,푸터/본문
4,2,지앤영피부과의원,서울,서초구,02-3486-2420,http://www.gnyoungskin.com/,http://www.gnyoungskin.com/bbs/content.php?co_id=privacy,0,HTTPS 미설정(http로만 접속) / 모바일 가로스크롤 발생,,2026-08-06,이메일 미발견
4,2,차민성형외과의원,서울,서초구,02-517-0120,http://chaminst.com/,http://chaminst.com/bbs/content.php?co_id=privacy,1,HTTPS 미설정(http로만 접속) / 푸터 카피라이트 2022 — 방치 인상,,2026-08-06,이메일 미발견
4,2,톡스앤필의원,서울,서초구,534-4842,http://www.blsclinic.com/,https://www.blsclinic.com/brand/policy/privacyPolicy.php,0,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / 모바일 가로스크롤 발생,,2026-08-06,공용/제작사 의심 제외: help@triupcorp.com bbg@bbgnetworks.com / 방침페이지
4,2,메이저피부과의원,서울,성북구,02-927-1925,http://majorskin.co.kr/,https://majorskin.co.kr/?privacy=terms&tabIdx=0,0,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / 모바일 가로스크롤 발생,,2026-08-06,이메일 미발견
4,2,차앤박피부과의원,서울,성북구,02-922-2900,http://www.cnpskin.com/,https://www.cnpskin.com/pc/cnp/terms/privacy-notice.html,2,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / 모바일 가로스크롤 발생,,2026-08-06,공용/제작사 의심 제외: webding@cnpskin.com / 방침페이지
4,2,박신성내과의원,서울,송파구,02-412-7582,http://www.sclinic.kr/index.asp,http://www.sclinic.kr/notice/notice_v.asp?srno=1862421,0,HTTPS 미설정(http로만 접속) / viewport 없음 — 모바일 미대응,,2026-08-06,이메일 미발견
4,2,예미고피부과의원,서울,송파구,02-425-0044,http://www.yemigo.co.kr/,https://www.yemigo.co.kr/#,1,모바일 가로스크롤 발생 / 푸터 카피라이트 2019 — 방치 인상,,2026-08-06,이메일 미발견
4,2,리더스피부과의원,서울,양천구,02-2163-3973,http://www.beautyleader.co.kr/,https://beautyleader.co.kr/bbs/content.php?co_id=privacy,1,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / viewport 없음 — 모바일 미대응,,2026-08-06,공용/제작사 의심 제외: master@beautyleader.co.kr / 푸터/본문
4,2,리엔뉴의원,서울,영등포구,02-785-0095,http://www.rennew.co.kr/,http://www.rennew.co.kr/etc/page04.php,13,HTTPS 미설정(http로만 접속) / 푸터 카피라이트 2021 — 방치 인상,,2026-08-06,이메일 미발견
4,2,림스내과의원,서울,영등포구,02-836-8882,http://drlims.com/,http://ww547.drlims.com/privacy,0,HTTPS 미설정(http로만 접속) / tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨,support@online-tools.net,2026-08-06,대표계정 형태 — 확인 권장 / 방침페이지
4,2,봄여름가을겨울피부과의원,서울,영등포구,02-2638-2045,http://www.ydp4clinic.co.kr/,http://www.ydp4clinic.co.kr/privacy.php,0,HTTPS 미설정(http로만 접속) / 푸터 카피라이트 2021 — 방치 인상,,2026-08-06,이메일 미발견
4,2,새로운내과의원,서울,영등포구,02-2634-0771,https://www.saerounim.com/,https://www.saerounim.com/#,1,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / 모바일 가로스크롤 발생,,2026-08-06,이메일 미발견
4,2,CNP차앤박피부과의원,서울,영등포구,02-786-5123,http://www.cnpskin.com/hos/main.php?groupid=cnpskin03,https://www.cnpskin.com/pc/cnp/terms/privacy-notice.html,1,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / 모바일 가로스크롤 발생,,2026-08-06,공용/제작사 의심 제외: webding@cnpskin.com / 방침페이지
4,2,명동리더스피부과의원,서울,중구,02-6677-1945,http://www.beautyleader.co.kr/,https://beautyleader.co.kr/bbs/content.php?co_id=privacy,1,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / viewport 없음 — 모바일 미대응,,2026-08-06,공용/제작사 의심 제외: master@beautyleader.co.kr / 푸터/본문
4,2,씨앤피차앤박피부과의원,서울,중구,777-2488,http://www.cnpskin.com/,https://www.cnpskin.com/pc/cnp/terms/privacy-notice.html,2,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / 모바일 가로스크롤 발생,,2026-08-06,공용/제작사 의심 제외: webding@cnpskin.com / 방침페이지
4,2,포에버의원,서울,중구,02-779-7771,https://md.foreverclinic.co.kr/,https://foreverclinic.co.kr/ko/privacy,0,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / 모바일 가로스크롤 발생,4evermdss@gmail.com,2026-08-06,푸터/본문
5,1,일산고운세상피부과의원,경기,고양일산동구,031-932-8275,http://www.beautyforever.co.kr/,https://www.beautyforever.co.kr/etc/privacy.php,3,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨,,2026-08-06,이메일 미발견
5,1,예지안의원,경기,고양일산서구,031-925-4824,http://www.yejian.co.kr/,http://www.yejian.co.kr/shop_info/privacy.htm,0,HTTPS 미설정(http로만 접속),,2026-08-06,이메일 미발견
5,1,닥터클로버의원,경기,과천시,02-3679-4698,https://drcloverclinic.com/,https://drcloverclinic.com/?mode=privacy,0,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨,,2026-08-06,이메일 미발견
5,1,삼성맑은비뇨기과의원,경기,광주시,031-766-0360,http://spure-clinic.com/,http://spure-clinic.com/?mode=privacy,0,HTTPS 미설정(http로만 접속),,2026-08-06,이메일 미발견
5,1,유앤아이의원,경기,광주시,031-797-6020,https://www.ggjuni114.co.kr/,https://www.ggjuni114.co.kr/info/,0,모바일 가로스크롤 발생,,2026-08-06,공용/제작사 의심 제외: mdvision@nate.com / 방침페이지
5,1,덕소엔비의원,경기,남양주시,577-3933,http://nbcare.co.kr/,https://nbcare.co.kr/bbs/content.php?co_id=privacy,0,푸터 카피라이트 2016 — 방치 인상,,2026-08-06,이메일 미발견
5,1,뷰티온의원 별내점,경기,남양주시,031-529-0904,https://byeolnae.beautyon.co.kr/intro,https://byeolnae.beautyon.co.kr/privacy,1,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨,,2026-08-06,이메일 미발견
5,1,의료법인운천의료재단메디홀스의원,경기,부천소사구,032-343-4114,http://www.medihols.co.kr/,http://www.medihols.co.kr/bbs/register.php,0,HTTPS 미설정(http로만 접속),,2026-08-06,이메일 미발견
5,1,경인의원,경기,부천원미구,032-326-1843,http://kiss1843.com/,https://xn--289asev69ei3a.com/%EA%B0%9C%EC%9D%B8%EC%A0%95%EB%B3%B4%EC%B2%98%EB%A6%AC%EB%B0%A9%EC%B9%A8,0,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨,,2026-08-06,이메일 미발견
5,1,로즈피부과의원,경기,성남분당구,031-714-9970,http://www.roseclinic.kr/,https://www.roseclinic.kr/2024/content/privacy.html,0,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨,mizzi@naver.com,2026-08-06,방침페이지
5,1,오월의아침피부과의원,경기,성남분당구,031-717-5207,http://www.maymorning.kr/,http://www.maymorning.kr/bbs/content.php?co_id=privacy,0,HTTPS 미설정(http로만 접속),skindoc4you@hanmail.net,2026-08-06,방침페이지
5,1,파워비뇨의학과의원,경기,성남분당구,031-609-9988,https://powerurology.com/,https://powerurology.com/?mode=privacy,2,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨,jpoweruro@naver.com,2026-08-06,푸터/본문(mailto)
5,1,해피닥터의원,경기,성남분당구,031-704-0008,http://www.happydoctor.co.kr/,http://www.happydoctor.co.kr/content/privacy,2,HTTPS 미설정(http로만 접속),,2026-08-06,이메일 미발견
5,1,뷰티온의원,경기,성남수정구,031-8039-7579,https://seongnam.beautyon.co.kr/,https://seongnam.beautyon.co.kr/privacy,1,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨,,2026-08-06,이메일 미발견
5,1,닥터셀의원,경기,수원권선구,031-222-5211,http://www.cellclinic.net/,http://www.cellclinic.net/?mode=privacy,1,HTTPS 미설정(http로만 접속),,2026-08-06,이메일 미발견
5,1,신세계외과의원,경기,수원권선구,031-271-2251,http://www.ssg-clinic.com/,http://www.ssg-clinic.com/shop_info/privacy.htm,1,HTTPS 미설정(http로만 접속),,2026-08-06,이메일 미발견
5,1,바이킴피부과의원,경기,수원영통구,031-215-8277,http://www.bykim.co.kr/,https://www.bykim.co.kr/privacy,5,모바일 가로스크롤 발생,bykimderma@naver.com,2026-08-06,푸터/본문
5,1,뷰티온의원 수원망포점,경기,수원영통구,031-203-7570,https://mangpo.beautyon.co.kr/,https://mangpo.beautyon.co.kr/privacy,1,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨,,2026-08-06,이메일 미발견
5,1,앤더슨비뇨기과의원,경기,수원팔달구,031-222-5055,http://www.pinkclinic.co.kr/,https://pinkclinic.co.kr/%EA%B0%9C%EC%9D%B8%EC%A0%95%EB%B3%B4%EC%B2%98%EB%A6%AC%EB%B0%A9%EC%B9%A8,0,모바일 가로스크롤 발생,,2026-08-06,이메일 미발견
5,1,소이엘의원,경기,안산단원구,031-402-4842,http://soiel.kr/,https://soiel.kr/,2,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨,,2026-08-06,이메일 미발견
5,1,유앤아이의원 안산점,경기,안산단원구,031-8042-6025,https://www.asuni114.co.kr/,https://www.asuni114.co.kr/info/,0,모바일 가로스크롤 발생,,2026-08-06,공용/제작사 의심 제외: mdvision@nate.com / 방침페이지
5,1,평촌고운세상피부과의원,경기,안양동안구,031-385-2100,http://www.beautyforever.co.kr/,https://www.beautyforever.co.kr/etc/privacy.php,3,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨,,2026-08-06,이메일 미발견
5,1,베리미의원,경기,양주시,031-864-7582,https://yangju.veryme.co.kr/,https://yangju.veryme.co.kr/privacy,1,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨,,2026-08-06,이메일 미발견
5,1,뷰티온피부과의원 양주옥정점,경기,양주시,031-861-4447,https://yangju.beautyon.co.kr/,https://yangju.beautyon.co.kr/privacy,1,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨,,2026-08-06,이메일 미발견
5,1,유앤아이의원,경기,의정부시,031-894-5977,https://www.ujbuni114.co.kr/,https://www.ujbuni114.co.kr/info/,0,모바일 가로스크롤 발생,,2026-08-06,공용/제작사 의심 제외: mdvision@nate.com / 방침페이지
5,1,스노우의원,경기,파주시,031-941-0912,https://paju-snow.co.kr/,https://paju-snow.co.kr/policies,0,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨,snowgmlwo@naver.com,2026-08-06,방침페이지
5,1,리톤의원,경기,평택시,031-8029-5577,http://retoneclinic.com/,https://retoneclinic.com/?mode=privacy,0,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨,retone_clinic@naver.com,2026-08-06,푸터/본문
5,1,우리메디의원,경기,평택시,031-682-4999,https://woorimediclinic.kr/,https://woorimediclinic.kr/doc/private,4,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨,official@woorimediclinic.kr,2026-08-06,푸터/본문
5,1,유앤아이의원,경기,평택시,031-647-6618,https://www.ptuni114.co.kr/,https://www.ptuni114.co.kr/info/,0,모바일 가로스크롤 발생,,2026-08-06,공용/제작사 의심 제외: mdvision@nate.com / 방침페이지
5,1,닥터에버스의원 미사점,경기,하남시,031-8027-8717,https://evers11.co.kr/,https://evers11.co.kr/?mode=privacy,0,모바일 가로스크롤 발생,help11@drevers.co.kr,2026-08-06,푸터/본문
5,1,화성향남뷰티온의원,경기,화성만세구,031-353-7510,https://hyangnam.beautyon.co.kr/,https://hyangnam.beautyon.co.kr/privacy,1,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨,,2026-08-06,이메일 미발견
5,1,(의)성광의료재단 차움의원,서울,강남구,02-3015-5000,http://www.chaum.net/,https://www.chaum.net/member/information.cha,1,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨,,2026-08-06,과다검출 7건(체인 지점 목록 추정) — 사람 확인 필요: drjkim_ci@chamc.co.kr bjh@chamc.co.kr minoh@chamc.co.kr ballese@chamc.co.kr gnaskl@chamc.co.kr
5,1,747의원,서울,강남구,02-546-0747,http://747clinic.com/,http://747clinic.com/,2,HTTPS 미설정(http로만 접속),,2026-08-06,이메일 미발견
5,1,강남고운세상피부과의원,서울,강남구,02-3477-2020,http://www.beautyforever.co.kr/,https://www.beautyforever.co.kr/etc/privacy.php,3,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨,,2026-08-06,이메일 미발견
5,1,강남삼성드림이비인후과의원,서울,강남구,02-539-0365,http://ssdream.co.kr/,https://www.ssdream.co.kr/front/member/join1.php#agreement,5,푸터 카피라이트 2015 — 방치 인상,,2026-08-06,이메일 미발견
5,1,강남유앤아이의원,서울,강남구,02-6927-6022,http://www.uni114.co.kr/,https://www.uni114.co.kr/info/,0,모바일 가로스크롤 발생,,2026-08-06,공용/제작사 의심 제외: mdvision@nate.com / 방침페이지
5,1,강남하트스캔의원,서울,강남구,564-3070,http://www.heartscan.co.kr/,https://heartscan.co.kr/%EA%B0%9C%EC%9D%B8%EC%A0%95%EB%B3%B4%EC%B2%98%EB%A6%AC%EB%B0%A9%EC%B9%A8,0,모바일 가로스크롤 발생,ski1996@heartscan.co.kr ; wongugi@heartscan.co.kr,2026-08-06,복수 발견 — 하나 선택 필요 / 방침페이지
5,1,그로브원피부과의원,서울,강남구,2,https://www.groveoneskin.com/,https://www.groveoneskin.com/legal/privacy,0,모바일 가로스크롤 발생,groveoneskin@gmail.com,2026-08-06,푸터/본문(mailto)
5,1,글로리의원,서울,강남구,02-6958-7525,http://www.gloryclinic.co.kr/,http://www.gloryclinic.co.kr/terms/personal,0,HTTPS 미설정(http로만 접속),,2026-08-06,이메일 미발견
5,1,라인앤뷰의원,서울,강남구,02-1600-9833,https://www.linenview.com/,https://www.linenview.com/privacy,1,모바일 가로스크롤 발생,,2026-08-06,이메일 미발견
5,1,로얄라인의원,서울,강남구,02-540-8868,http://www.ryline-clinic.com/,http://www.ryline-clinic.com/member/privacy.php,1,HTTPS 미설정(http로만 접속),contact@royallineclinic.com,2026-08-06,대표계정 형태 — 확인 권장 / 방침페이지
5,1,로웰성형외과의원,서울,강남구,0507-1471-1454,http://www.lowellprs.com/,https://www.lowellprs.com/bbs/content.php?co_id=privacy,1,HTTPS 미설정(http로만 접속),lowellprs@naver.com,2026-08-06,방침페이지
5,1,르디테의원,서울,강남구,02-6085-0578,https://ledetail.kr/,https://www.ledetail.kr/privacy,0,모바일 가로스크롤 발생,,2026-08-06,이메일 미발견
5,1,리무브의원,서울,강남구,02-2038-8037,https://removeclinic.com/,https://removeclinic.com/terms_page/privacy-policy/,0,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨,remove_choi@naver.com,2026-08-06,방침페이지
5,1,마인성형외과의원,서울,강남구,516-1175,http://www.mineps.com/,https://mineps.com/personal_policy/,3,모바일 가로스크롤 발생,,2026-08-06,이메일 미발견
5,1,모던스탠다드의원,서울,강남구,02-6232-5732,https://modern-standard.co.kr/,https://modern-standard.co.kr/?mode=privacy,1,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨,modernstandard.clinic@gmail.com,2026-08-06,푸터/본문
5,1,모두모의원,서울,강남구,02-591-9559,https://mdmclinic.com/,https://mdmclinic.com/mdm/privacy,5,푸터 카피라이트 2022 — 방치 인상,,2026-08-06,이메일 미발견
5,1,미오의원,서울,강남구,02-558-5550,https://www.mioclinic.co.kr/,https://www.mioclinic.kr/ko/legal/privacy,0,모바일 가로스크롤 발생,,2026-08-06,이메일 미발견
5,1,민의원,서울,강남구,02-515-2119,http://www.min-clinic.co.kr/,https://min-clinic.co.kr/privacy-policy-2/,3,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨,,2026-08-06,이메일 미발견
5,1,바바성형외과의원,서울,강남구,02-6207-8570,https://vavaps.com/,https://vavaps.com/bbs/content.php?co_id=privacy,2,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨,,2026-08-06,이메일 미발견
5,1,비티큐의원,서울,강남구,070-4131-9048,https://www.btq.co.kr/,https://btq.co.kr/#elementor-action%3Aaction%3Dpopup%3Aopen%26settings%3DeyJpZCI6IjE0MzUwIiwidG9nZ2xlIjpmYWxzZX0%3D,1,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨,info@btq.co.kr,2026-08-06,대표계정 형태 — 확인 권장 / 푸터/본문
5,1,소요의원,서울,강남구,02-511-0050,http://www.soyoclinic.com/,https://www.soyoclinic.com/privacy,1,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨,info@soyoclinic.com,2026-08-06,대표계정 형태 — 확인 권장 / 푸터/본문
5,1,신유외과의원,서울,강남구,02-557-6075,http://www.sbreast.co.kr/,http://sbreast.com/?mode=privacy,0,HTTPS 미설정(http로만 접속),,2026-08-06,이메일 미발견
5,1,아도의원,서울,강남구,02-567-4110,https://www.adoclinic.com/,https://www.adoclinic.com/privacy,0,모바일 가로스크롤 발생,ado.clinic.gangnam@gmail.com,2026-08-06,푸터/본문(mailto)
5,1,아이델성형외과의원,서울,강남구,02-3442-5900,http://www.idelps.com/,https://www.idelps.com/theme/sekti/bbs/privacy.php,0,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨,2685811@hanmail.net,2026-08-06,방침페이지
5,1,에스원이비인후과의원,서울,강남구,02-516-8871,http://www.soneps.com/,http://www.soneps.com/bbs/content.php?co_id=privacy,1,HTTPS 미설정(http로만 접속),bknoh2000@naver.co.kr,2026-08-06,방침페이지
5,1,에이트성형외과의원,서울,강남구,1855-0858,https://www.eightprs.com/,https://www.eightprs.com/page/privacy,2,푸터 카피라이트 2020 — 방치 인상,,2026-08-06,공용/제작사 의심 제외: eight025152550@gmail.com / 방침페이지
5,1,엔비유의원,서울,강남구,02-323-3993,http://www.nvu.co.kr/,https://nvu.co.kr/member/privacy.html,0,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨,,2026-08-06,이메일 미발견
5,1,연세미타임피부과의원,서울,강남구,02-508-5881,http://www.metime.co.kr/,http://metime.co.kr/Privacy-Policy/,0,HTTPS 미설정(http로만 접속),metimeskin@gmail.com,2026-08-06,푸터/본문
5,1,연세선우의원,서울,강남구,02-563-1469,http://www.sunwooclinic.com/,http://www.sunwooclinic.com/default/info2.php,0,HTTPS 미설정(http로만 접속),fmhan216@daum.net,2026-08-06,푸터/본문
