등급,요양기관명,시도,시군구,전화,홈페이지,후크,문의폼,카카오채널,방침페이지,HTTP,점검일
2,코넬비뇨의학과의원,서울,광진구,02-468-8119,http://www.conel.co.kr/,HTTPS 미설정(http로만 접속) / tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / viewport 없음 — 모바일 미대응 / 개인정보처리방침 없음,0,,,200,2026-08-06
2,건강세상의원,서울,구로구,02-3281-8285,http://www.geonsei.co.kr/,HTTPS 미설정(http로만 접속) / tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / viewport 없음 — 모바일 미대응,0,,http://www.geonsei.co.kr/notice/notice_v.asp?srno=1862421,200,2026-08-06
2,미인의원,서울,구로구,02-858-6008,http://miinclinic.kr/,HTTPS 미설정(http로만 접속) / tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨,0,,http://www.miinclinic.kr/shop_info/privacy.htm,200,2026-08-06
2,사랑의피부과의원,서울,구로구,02-855-3591,http://www.skincha.com/,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / 개인정보처리방침 없음,0,,,200,2026-08-06
2,슈퍼스타피부과의원,서울,구로구,02-859-7579,http://www.superskin.co.kr/,HTTPS 미설정(http로만 접속) / viewport 없음 — 모바일 미대응,0,,http://www.superskin.co.kr/member/privacy.html,200,2026-08-06
2,아름생가정의학과의원,서울,구로구,02-2060-7621,http://www.ungman.kr/index.asp,HTTPS 미설정(http로만 접속) / tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / viewport 없음 — 모바일 미대응,0,,http://www.ungman.kr/notice/notice_v.asp?srno=451392,200,2026-08-06
2,이아소내과의원,서울,구로구,02-2066-8866,http://www.iasomed.co.kr/,HTTPS 미설정(http로만 접속) / tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / viewport 없음 — 모바일 미대응 / 개인정보처리방침 없음,0,,,200,2026-08-06
2,지앤산부인과의원,서울,구로구,02-852-2828,http://www.jiaen.co.kr/,HTTPS 미설정(http로만 접속) / 푸터 카피라이트 2018 — 방치 인상,0,O,http://www.jiaen.co.kr/common/html/privacy.html,200,2026-08-06
2,진가정의학과의원,서울,구로구,02-2025-7120,http://jinfamily.co.kr/,HTTPS 미설정(http로만 접속) / tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / viewport 없음 — 모바일 미대응 / 개인정보처리방침 없음,0,,,200,2026-08-06
2,참좋은내과의원,서울,구로구,02-839-0075,http://goodim.net/,HTTPS 미설정(http로만 접속) / tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / viewport 없음 — 모바일 미대응 / 개인정보처리방침 없음,0,,,200,2026-08-06
2,코앤유의원,서울,구로구,02-2633-5687,http://www.coyou.co.kr/,HTTPS 미설정(http로만 접속) / 개인정보처리방침 없음,0,,,200,2026-08-06
2,한길의원,서울,구로구,02-2617-8887,http://www.hangilclinic.co.kr/,HTTPS 미설정(http로만 접속) / tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / viewport 없음 — 모바일 미대응 / 개인정보처리방침 없음,0,,,200,2026-08-06
2,(재)이랜드재단 이랜드의원,서울,금천구,2635-8668,http://www.elandclinic.com/,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / viewport 없음 — 모바일 미대응 / 개인정보처리방침 없음 / 푸터 카피라이트 2011 — 방치 인상,1,O,,200,2026-08-06
2,굿아이금천이안과의원,서울,금천구,02-805-2700,http://www.goodeye.kr/,HTTPS 미설정(http로만 접속),0,,http://www.goodeye.kr/bbs/content.php?co_id=privacy,200,2026-08-06
2,네오의원,서울,금천구,02-861-0610,http://www.neoclinic.kr/,HTTPS 미설정(http로만 접속) / tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / viewport 없음 — 모바일 미대응 / 개인정보처리방침 없음,0,,,200,2026-08-06
2,홀인원의원,서울,금천구,02-2083-8575,http://www.manpride.net/,HTTPS 미설정(http로만 접속) / tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / 개인정보처리방침 없음,0,,,200,2026-08-06
2,고은미즈의원,서울,노원구,02-3392-3338,http://www.gomiz.co.kr/,HTTPS 미설정(http로만 접속) / tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / viewport 없음 — 모바일 미대응,0,,http://www.gomiz.co.kr/index.php?menu_code1=membership&menu_code2=private,200,2026-08-06
2,노원탑365의원,서울,노원구,02-935-0365,https://www.no1top365.com/,모바일 가로스크롤 발생,2,,https://www.no1top365.com/?mode=privacy,200,2026-08-06
2,닥터로피부과의원,서울,노원구,02-937-0043,http://rhoskin.com/,HTTPS 미설정(http로만 접속) / tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / viewport 없음 — 모바일 미대응 / 개인정보처리방침 없음,1,,,200,2026-08-06
2,서울맥마취통증의학과의원,서울,노원구,02-934-1119,http://www.macpain.co.kr/,HTTPS 미설정(http로만 접속) / tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / viewport 없음 — 모바일 미대응 / 개인정보처리방침 없음 / 푸터 카피라이트 2015 — 방치 인상,1,,,200,2026-08-06
2,서울비뇨기과의원,서울,노원구,02-951-4336,http://www.uronowon.com/,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / viewport 없음 — 모바일 미대응 / 개인정보처리방침 없음,4,,,200,2026-08-06
2,서울삼성내과의원,서울,노원구,,http://www.samsunghealth.net/,HTTPS 미설정(http로만 접속) / tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / viewport 없음 — 모바일 미대응,0,,http://www.samsunghealth.net/notice/notice_v.asp?srno=1862421,200,2026-08-06
2,어비뇨기과의원,서울,노원구,02-930-0131,http://www.stone-clinic.com/,HTTPS 미설정(http로만 접속) / tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / viewport 없음 — 모바일 미대응 / 개인정보처리방침 없음,0,,,200,2026-08-06
2,이종호의원,서울,노원구,932-9366,http://www.whiteskinclinic.co.kr/,HTTPS 미설정(http로만 접속) / tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / 모바일 가로스크롤 발생,0,,javascript:OpenMemberPrivate();,200,2026-08-06
2,차앤박피부과의원,서울,노원구,02-933-0571,http://www.cnpskin.com/hos/main.php?groupid=cnpskin18,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / 모바일 가로스크롤 발생,1,O,https://www.cnpskin.com/pc/cnp/terms/privacy-notice.html,200,2026-08-06
2,청담보드레의원,서울,노원구,02-6737-7776,https://www.cd-bodre.com/,모바일 가로스크롤 발생,0,O,https://www.cd-bodre.com/?mode=privacy,200,2026-08-06
2,탑메디피부과의원,서울,노원구,932-0770,http://www.topmediskin.com/,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / viewport 없음 — 모바일 미대응 / 개인정보처리방침 없음,0,,,200,2026-08-06
2,태릉본비뇨기과의원,서울,노원구,02-960-8108,http://www.bornuro.co.kr/,HTTPS 미설정(http로만 접속) / tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨,1,,http://www.bornuro.co.kr/?mode=privacy,200,2026-08-06
2,피오나여성의원,서울,노원구,02-951-7111,http://www.fionaclinic.co.kr/,HTTPS 미설정(http로만 접속) / tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨,1,,http://www.fionaclinic.co.kr/?mode=privacy,200,2026-08-06
2,행복한피부과의원,서울,노원구,02-932-2255,http://www.happyskin.co.kr/,HTTPS 미설정(http로만 접속) / 개인정보처리방침 없음,0,O,,200,2026-08-06
2,힐링산부인과의원,서울,노원구,02-952-9100,http://www.healing-lady.com/,HTTPS 미설정(http로만 접속) / tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / viewport 없음 — 모바일 미대응 / 개인정보처리방침 없음 / 푸터 카피라이트 2014 — 방치 인상,0,,,200,2026-08-06
2,김민석재활의학과의원,서울,도봉구,02-999-4811,http://www.painzeroclinic.com/,HTTPS 미설정(http로만 접속) / tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / viewport 없음 — 모바일 미대응 / 개인정보처리방침 없음,0,,,200,2026-08-06
2,더샤인한스의원,서울,도봉구,990-3002,http://mantamo.com/,HTTPS 미설정(http로만 접속) / 푸터 카피라이트 2011 — 방치 인상,3,,http://mantamo.com/?mode=privacy,200,2026-08-06
2,방학연세이비인후과의원,서울,도봉구,02-6409-7582,https://banghakyonseient.com/,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / 개인정보처리방침 없음,0,,,200,2026-08-06
2,서울항맥외과의원,서울,도봉구,02-997-0700,http://www.anovein.com/,HTTPS 미설정(http로만 접속) / 모바일 가로스크롤 발생,1,O,http://www.anovein.com/shop_info/privacy.htm,200,2026-08-06
2,양시영내과의원,서울,도봉구,990-5100,http://www.bestyang.com/,HTTPS 미설정(http로만 접속) / tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / viewport 없음 — 모바일 미대응 / 개인정보처리방침 없음,0,,,200,2026-08-06
2,연세애드미피부과의원,서울,도봉구,02-906-1400,http://www.addbeauty.co.kr/,HTTPS 미설정(http로만 접속) / viewport 없음 — 모바일 미대응,5,O,http://www.addmiskin.com/info_ma,200,2026-08-06
2,더힐피부과의원,서울,동대문구,02-960-3469,https://thehealddm.com/,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / viewport 없음 — 모바일 미대응,0,O,https://thehealddm.com/bbs/content.php?co_id=privacy,200,2026-08-06
2,동대문닥터스피부과의원,서울,동대문구,02-6949-1201,https://www.doctors365.co.kr/branch/dongdaemun.php,개인정보처리방침 없음,2,O,,200,2026-08-06
2,서울아트피부과의원,서울,동대문구,02-966-1357,https://seoulartclinic.modoo.at/,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / 개인정보처리방침 없음,0,,,200,2026-08-06
2,서울청명안과의원,서울,동대문구,02-6953-1285,https://cmeyeclinic.co.kr/,모바일 가로스크롤 발생,0,,https://cmeyeclinic.co.kr/?mode=privacy,200,2026-08-06
2,선정형외과의원,서울,동대문구,02-964-5782,http://www.sunhosp.co.kr/index.asp,HTTPS 미설정(http로만 접속) / tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / viewport 없음 — 모바일 미대응 / 개인정보처리방침 없음,0,,,200,2026-08-06
2,연세참이비인후과의원,서울,동대문구,969-2500,http://www.yscharm.com/,HTTPS 미설정(http로만 접속) / tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / viewport 없음 — 모바일 미대응,0,,http://www.yscharm.com/notice/notice_v.asp?srno=1862421,200,2026-08-06
2,오아로피부과의원 청량리,서울,동대문구,02-967-1064,http://oarocnn.com/,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨,0,O,https://www.oarocnn.com/oaro/ko/policy/privacy-policy,200,2026-08-06
2,웰비뇨기과의원,서울,동대문구,02-2248-8245,http://www.stonewell.co.kr/,HTTPS 미설정(http로만 접속) / tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / viewport 없음 — 모바일 미대응 / 개인정보처리방침 없음,0,,,200,2026-08-06
2,혜성플러스의원,서울,동대문구,02-2244-6356,http://www.hsplus-im.co.kr/,HTTPS 미설정(http로만 접속) / tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / viewport 없음 — 모바일 미대응,0,,http://www.hsplus-im.co.kr/notice/notice_v.asp?srno=1862421,200,2026-08-06
2,고운미의원,서울,동작구,02-3482-8875,http://www.gounmiclinic.co.kr/,HTTPS 미설정(http로만 접속) / tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / viewport 없음 — 모바일 미대응,0,,javascript:OpenMemberPrivate(),200,2026-08-06
2,김헌곤성형외과의원,서울,동작구,02-842-3333,http://www.seoulps.com/,HTTPS 미설정(http로만 접속) / 개인정보처리방침 없음 / 푸터 카피라이트 2019 — 방치 인상,0,O,,200,2026-08-06
2,노현주산부인과의원,서울,동작구,02-6278-7575,http://www.womenclinic.kr/,HTTPS 미설정(http로만 접속) / 모바일 가로스크롤 발생 / 푸터 카피라이트 2013 — 방치 인상,0,O,http://www.womenclinic.kr/new2013/jmmember/rule.php?lv=3,200,2026-08-06
2,늘건강내과이비인후과의원,서울,동작구,02-822-3375,http://www.neulgungang.co.kr/,HTTPS 미설정(http로만 접속) / tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / viewport 없음 — 모바일 미대응,0,,http://www.neulgungang.co.kr/notice/notice_v.asp?srno=1862421,200,2026-08-06
2,드림이비인후과의원,서울,동작구,02-815-9575,http://www.dreament.kr/,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / viewport 없음 — 모바일 미대응 / 개인정보처리방침 없음,0,O,,200,2026-08-06
2,라인업의원,서울,동작구,3477-7412,http://www.lineupclinic.co.kr/,HTTPS 미설정(http로만 접속) / 모바일 가로스크롤 발생 / 개인정보처리방침 없음,0,O,,200,2026-08-06
2,미소앤유의원,서울,동작구,02-523-3575,http://www.minuclinic.com/,HTTPS 미설정(http로만 접속) / tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / 모바일 가로스크롤 발생 / 개인정보처리방침 없음,1,,,200,2026-08-06
2,서울치항외과의원,서울,동작구,02-823-7175,http://www.seoulchihang.co.kr/,HTTPS 미설정(http로만 접속) / tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / 개인정보처리방침 없음,0,,,200,2026-08-06
2,서울탑비뇨기과의원,서울,동작구,02-6334-0137,http://www.seoultopclinic.com/,HTTPS 미설정(http로만 접속) / 개인정보처리방침 없음,1,,,200,2026-08-06
2,스타일미의원,서울,동작구,02-832-9359,http://www.stylemeclinic.co.kr/,HTTPS 미설정(http로만 접속),0,O,"javascript:SITE.openModalMenu('m20250805fe2b48981e731', 'm202504085c4c9a6856ebf');",200,2026-08-06
2,연세조이의원,서울,동작구,02-816-8300,http://www.joyclinic.co.kr/,HTTPS 미설정(http로만 접속) / tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / 개인정보처리방침 없음,0,,,200,2026-08-06
2,오아로피부과의원,서울,동작구,02-6951-0370,http://www.oaro.co.kr/,HTTPS 미설정(http로만 접속) / tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / 모바일 가로스크롤 발생 / 개인정보처리방침 없음 / 푸터 카피라이트 2017 — 방치 인상,1,,,200,2026-08-06
2,프라임의원,서울,동작구,02-826-2080,http://primeskin.co.kr/,HTTPS 미설정(http로만 접속),0,O,http://www.primeskin.co.kr/page/privacy.php,200,2026-08-06
2,하정한정형외과의원,서울,동작구,02-812-2211,http://www.jointha.co.kr/,모바일 가로스크롤 발생,0,,https://jointha.co.kr/%EA%B0%9C%EC%9D%B8%EC%A0%95%EB%B3%B4%EC%B2%98%EB%A6%AC%EB%B0%A9%EC%B9%A8,200,2026-08-06
2,고려정형외과의원,서울,마포구,02-337-3553,http://www.koreasurgery.com/,HTTPS 미설정(http로만 접속) / tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / viewport 없음 — 모바일 미대응 / 개인정보처리방침 없음,0,,,200,2026-08-06
2,리버스의원,서울,마포구,02-1544-0890,http://www.reverseclinic.com/,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / 모바일 가로스크롤 발생 / 푸터 카피라이트 2020 — 방치 인상,2,O,https://www.reverseclinic.com/#,200,2026-08-06
2,미소퀸산부인과의원,서울,마포구,02-704-9988,http://www.misoqueen.co.kr/,HTTPS 미설정(http로만 접속) / tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨,1,,http://www.misoqueen.co.kr/?menu=38,200,2026-08-06
2,벨아미-리노보의원,서울,마포구,02-3141-4282,http://www.renovoh.co.kr/,HTTPS 미설정(http로만 접속) / 개인정보처리방침 없음,5,O,,200,2026-08-06
2,보아스이비인후과의원,서울,마포구,392-0079,http://www.boazent.co.kr/,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / 개인정보처리방침 없음,2,,,200,2026-08-06
2,봄눈피우다의원,서울,마포구,02-6925-1215,http://springeye.co.kr/,HTTPS 미설정(http로만 접속) / 개인정보처리방침 없음,1,O,,200,2026-08-06
2,블리비의원,서울,마포구,1833-2141,http://www.velyb.kr/,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / 모바일 가로스크롤 발생 / 푸터 카피라이트 2018 — 방치 인상,2,,https://www.velyb.kr/member/privacy.php,200,2026-08-06
2,서피부과의원,서울,마포구,02-334-2898,http://www.seoderma.co.kr/,HTTPS 미설정(http로만 접속) / tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / viewport 없음 — 모바일 미대응,0,,http://www.seoderma.co.kr/bbs/board.php?bo_table=derma_04&wr_id=48,200,2026-08-06
2,셀린의원,서울,마포구,02-2039-6155,https://www.cellinclinic4.com/,viewport 없음 — 모바일 미대응,2,O,https://www.cellinclinic4.com/member/popupPrivacy.php,200,2026-08-06
2,에스리본의원,서울,마포구,02-1833-5881,https://www.s-reborn.com/,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / 개인정보처리방침 없음,0,,,200,2026-08-06
2,에스앤유피부과의원,서울,마포구,02-706-5252,http://www.allskin.co.kr/,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨,1,,https://www.allskin.co.kr/member/policy.jsp,200,2026-08-06
2,연세동안의원,서울,마포구,02-707-1023,http://www.vipclinic.co.kr/,HTTPS 미설정(http로만 접속) / tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / 모바일 가로스크롤 발생,0,O,http://www.vipclinic.co.kr/contents/main/main.html#,200,2026-08-06
2,연세지움피부과의원,서울,마포구,02-333-0606,http://www.ziumskin.com/,HTTPS 미설정(http로만 접속),1,O,http://www.ziumskin.com/#,200,2026-08-06
2,와이디의원,서울,마포구,02-6941-0120,http://www.ydskinclinic.com/,HTTPS 미설정(http로만 접속) / tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / 개인정보처리방침 없음 / 푸터 카피라이트 2018 — 방치 인상,0,O,,200,2026-08-06
2,유리에성형외과의원,서울,마포구,02-6956-6279,http://www.yurieps.com/,HTTPS 미설정(http로만 접속),1,O,http://www.yurieps.com/privacy,200,2026-08-06
2,임비뇨기과의원,서울,마포구,02-715-2100,http://www.adamclinic.co.kr/,HTTPS 미설정(http로만 접속) / tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / viewport 없음 — 모바일 미대응,0,,http://www.adamclinic.co.kr/#,200,2026-08-06
2,조앤필이비인후과의원,서울,마포구,02-6401-1111,http://www.chonfeel.com/,HTTPS 미설정(http로만 접속) / tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / viewport 없음 — 모바일 미대응,0,,http://www.chonfeel.com/Board/?eb=notice&ac=view&UID=179,200,2026-08-06
2,케이트의원,서울,마포구,02-6952-1234,http://www.wynnclinic.com/,HTTPS 미설정(http로만 접속) / tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / 개인정보처리방침 없음,0,,,200,2026-08-06
2,코넬비뇨기과의원,서울,마포구,02-718-7575,http://www.conel.co.kr/conel/guide/g03_8.htm,HTTPS 미설정(http로만 접속) / tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / viewport 없음 — 모바일 미대응 / 개인정보처리방침 없음,1,,,200,2026-08-06
2,클린앤미피부과의원,서울,마포구,02-307-3375,http://www.cleannmi.co.kr/,HTTPS 미설정(http로만 접속) / tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / viewport 없음 — 모바일 미대응 / 개인정보처리방침 없음,1,,,200,2026-08-06
2,홍대고운세상피부과의원,서울,마포구,3143-3822,http://www.beautyforever.co.kr/,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨,3,,https://www.beautyforever.co.kr/etc/privacy.php,200,2026-08-06
2,홍대톡스앤필의원,서울,마포구,02-332-4842,https://www.toxnfill50.com/,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / 모바일 가로스크롤 발생 / 푸터 카피라이트 2021 — 방치 인상,2,O,https://www.toxnfill50.com/acceptPrivacy.php,200,2026-08-06
2,메이저피부과의원 신촌점,서울,서대문구,02-392-7582,http://majorskin.co.kr/,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / 모바일 가로스크롤 발생,0,O,https://majorskin.co.kr/?privacy=terms&tabIdx=0,200,2026-08-06
2,미래아이내과의원,서울,서대문구,02-309-7582,http://www.miraeimed.com/,HTTPS 미설정(http로만 접속) / tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / viewport 없음 — 모바일 미대응 / 푸터 카피라이트 2012 — 방치 인상,0,,http://www.miraeimed.com/popup_personalinfo.php,200,2026-08-06
2,미즈앤미여성의원,서울,서대문구,02-303-6399,http://www.baedoctor.co.kr/,HTTPS 미설정(http로만 접속) / tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / viewport 없음 — 모바일 미대응 / 개인정보처리방침 없음,0,,,200,2026-08-06
2,스타1 의원,서울,서대문구,02-3217-6500,http://www.styleps.co.kr/,HTTPS 미설정(http로만 접속) / 개인정보처리방침 없음,0,O,,200,2026-08-06
2,신촌오라클피부과의원,서울,서대문구,02-322-2009,http://www.skinland.com/,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / viewport 없음 — 모바일 미대응 / 개인정보처리방침 없음,0,,,,2026-08-06
2,오에스티의원,서울,서대문구,02-322-7570,http://www.ostclinic.co.kr/,모바일 가로스크롤 발생,5,O,https://www.ostclinic.co.kr/privacy,200,2026-08-06
2,웰비뇨기과의원,서울,서대문구,02-3217-8875,http://www.wellclinic.co.kr/,HTTPS 미설정(http로만 접속) / tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / viewport 없음 — 모바일 미대응,0,,http://www.wellclinic.co.kr/#,200,2026-08-06
2,차앤박피부과의원,서울,서대문구,02-3147-0300,http://www.cnpskin.com/,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / 모바일 가로스크롤 발생,2,O,https://www.cnpskin.com/pc/cnp/terms/privacy-notice.html,200,2026-08-06
2,학교앞작은의원,서울,서대문구,02-313-3105,http://www.ohmydoc.co.kr/,HTTPS 미설정(http로만 접속) / tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / viewport 없음 — 모바일 미대응,0,,http://www.ohmydoc.co.kr/notice/notice_v.asp?srno=1862421,200,2026-08-06
2,21성형외과의원,서울,서초구,02-596-2121,https://21ps.co.kr/,viewport 없음 — 모바일 미대응 / 푸터 카피라이트 2022 — 방치 인상,4,O,"javascript:winOpen('/inc/privacy.php', '1000px', '800px');",200,2026-08-06
2,강남 리쥬엘의원,서울,서초구,02-537-8889,https://gangnam.rejuel.com/,개인정보처리방침 없음,1,O,,200,2026-08-06
2,강남다움의원,서울,서초구,02-6557-7701,https://gd-clinic.com/,모바일 가로스크롤 발생,0,,https://gd-clinic.com/455284985,200,2026-08-06
2,강남리슬림의원,서울,서초구,02-536-3962,http://reslim.co.kr/,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨,1,O,https://reslim.co.kr/,200,2026-08-06
2,강남연세재활의학과의원,서울,서초구,02-3478-0216,http://www.ksspine.co.kr/,HTTPS 미설정(http로만 접속) / tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨,1,,http://ksspine.co.kr/?mode=privacy,200,2026-08-06
2,강남항외과의원,서울,서초구,02-595-5225,http://www.gangnamhang.co.kr/,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / viewport 없음 — 모바일 미대응 / 개인정보처리방침 없음,0,,,200,2026-08-06
2,강남헤라성형외과의원,서울,서초구,,https://www.gnhera.com/,모바일 가로스크롤 발생,1,O,https://www.gnhera.com/content/%EA%B0%9C%EC%9D%B8%EC%A0%95%EB%B3%B4-%EC%B2%98%EB%A6%AC%EB%B0%A9%EC%B9%A8/,200,2026-08-06
2,강한피부과의원,서울,서초구,02-567-4962,http://www.kangskin.co.kr/,HTTPS 미설정(http로만 접속) / 개인정보처리방침 없음,1,O,,200,2026-08-06
2,고익수성형외과의원,서울,서초구,02-3446-7100,http://www.petit.co.kr/,HTTPS 미설정(http로만 접속) / 푸터 카피라이트 2019 — 방치 인상,0,O,http://www.petit.co.kr/bbs/content.php?co_id=privacy,200,2026-08-06
2,그레이스성형외과의원,서울,서초구,02-555-8558,http://www.graceclinic.co.kr/,개인정보처리방침 없음,0,O,,200,2026-08-06
2,김연진의 퓨린피부과의원,서울,서초구,3477-7070,http://www.pureen.co.kr/,HTTPS 미설정(http로만 접속) / tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨,0,,http://www.pureen.co.kr/privacy.html,200,2026-08-06
2,뉴데이성형외과의원,서울,서초구,02-541-5577,https://www.newdayps.com/,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨,3,O,javascript:pop_private(),200,2026-08-06
2,닥터미성형외과의원,서울,서초구,02-6258-8880,http://doctor-mi.com/_html/,HTTPS 미설정(http로만 접속) / tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / viewport 없음 — 모바일 미대응,0,,javascript:;,200,2026-08-06
2,더(the)아름다운의원,서울,서초구,02-466-8875,http://www.beautifulclinic.net/,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨,2,O,https://www.beautifulclinic.net/,200,2026-08-06
2,디라운지피부과의원,서울,서초구,02-515-6171,http://www.d-lounge.co.kr/,HTTPS 미설정(http로만 접속) / tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / 모바일 가로스크롤 발생 / 개인정보처리방침 없음 / 푸터 카피라이트 2014 — 방치 인상,0,,,200,2026-08-06
2,디라이트외과의원,서울,서초구,,https://www.delightsurgery.co.kr/,viewport 없음 — 모바일 미대응,1,O,https://www.delightsurgery.co.kr/member/popupPrivacy.php,200,2026-08-06
2,디아르의원,서울,서초구,02-532-8828,https://www.diarclinic.com/,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨,2,O,https://www.diarclinic.com/bbs/page.php?hid=privacy,200,2026-08-06
2,라인피부과의원,서울,서초구,02-549-0043,http://www.skinline.co.kr/,HTTPS 미설정(http로만 접속) / tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / viewport 없음 — 모바일 미대응 / 개인정보처리방침 없음,2,,,200,2026-08-06
2,루트테마피부과의원,서울,서초구,02-591-4477,http://www.themeskin.kr/,HTTPS 미설정(http로만 접속) / tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / viewport 없음 — 모바일 미대응 / 개인정보처리방침 없음,0,,,200,2026-08-06
2,리마인드피부과의원,서울,서초구,02-575-8275,https://remind-skin.com/,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / 개인정보처리방침 없음,0,,,200,2026-08-06
2,리엔장성형외과의원,서울,서초구,02-591-3625,http://www.lienjangps.co.kr/,HTTPS 미설정(http로만 접속) / tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / viewport 없음 — 모바일 미대응 / 개인정보처리방침 없음,0,,,200,2026-08-06
2,리참성형외과의원,서울,서초구,,https://www.lcps.co.kr/,모바일 가로스크롤 발생,2,O,https://www.lcps.co.kr/#;,200,2026-08-06
2,리턴의원,서울,서초구,02-515-8875,http://www.returnclinic.com/,HTTPS 미설정(http로만 접속) / 개인정보처리방침 없음 / 푸터 카피라이트 2021 — 방치 인상,2,O,,200,2026-08-06
2,메디라인의원,서울,서초구,587-4466,http://cafe.daum.net/emediline,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / viewport 없음 — 모바일 미대응 / 개인정보처리방침 없음,0,,,200,2026-08-06
2,메리트피부과의원,서울,서초구,3472-1181,http://www.meritskin.co.kr/,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / 개인정보처리방침 없음,0,,,200,2026-08-06
