요양기관명,종별,시도,시군구,읍면동,주소,전화번호,홈페이지,개설일자,총의사수,피부과전문의수,좌표X,좌표Y,요양기호
샤인의원,의원,서울,강북구,미아동,"서울특별시 강북구 숭인로 63, 송원빌딩 4층 (미아동)",02-989-7654,https://shineclinic.kr/,39731,1,0,127.0286644,37.6126413,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxOTYxIzIxIyQxIyQ5IyQ5MiQzNjE4MzIjNjEjJDEjJDQjJDgz
서울의원,의원,서울,강북구,번동,"서울특별시 강북구 도봉로 324, 11층 (번동, 글로리타워)",02-997-4890,http://www.seoulkim.co.kr,34703,1,0,127.0248586,37.636798300000002,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzExIyQxIyQzIyQ5OSQzNjE4MzIjNjEjJDEjJDQjJDgz
서울탑비뇨의학과의원,의원,서울,강북구,수유동,"서울특별시 강북구 도봉로 253, 서울메디칼빌딩 4~6층 (수유동)",02-946-0016,http://,37081,2,0,127.0239935,37.631019999999999,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzMxIyQxIyQ3IyQ3MiQyNjEwMDIjNTEjJDEjJDIjJDgz
수유바로본의원,의원,서울,강북구,번동,"서울특별시 강북구 도봉로 308, 북한산스카이빌딩 4층 (번동)",02-991-7511,https://www.suyubarobone.co.kr,45569,1,0,127.02383519999999,37.6356641,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzQxIyQxIyQ3IyQ4MiQzNjEwMDIjNTEjJDEjJDIjJDgz
엘앤에스비뇨기과의원,의원,서울,강북구,미아동,"서울특별시 강북구 도봉로 217, 5,6,7층 (미아동, 25메디컬빌딩)",02-988-1151,http://www.lnsclinic.com,39097,5,0,127.02511079999999,37.628057699999999,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMTkxIzUxIyQxIyQ1IyQxMyQ0NjE0ODEjNTEjJDEjJDYjJDgz
엠에스아산내과의원,의원,서울,강북구,번동,"서울특별시 강북구 도봉로 324, 3층 (번동, 글로리타워)",02-997-0123,http://www.msasan.com,39265,1,0,127.0248586,37.636798300000002,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxOTYxIzExIyQxIyQzIyQ3MiQ0NjEwMDIjNDEjJDEjJDQjJDgz
연세견우정형외과의원,의원,서울,강북구,미아동,"서울특별시 강북구 도봉로 196, (미아동)",02-988-0063,http://www.shoulderfriends.co.kr,40892,1,0,127.0265993,37.626160400000003,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMzUxIzIxIyQyIyQxIyQwMCQ0NjE0ODEjNjEjJDEjJDgjJDgz
연세신효선성형외과의원,의원,서울,강북구,번동,"서울특별시 강북구 도봉로 358, 코스타타워 3층 303호 (번동)",02-905-0690,http://www.yonseiclinic.net/,37754,1,0,127.02749129999999,37.639145399999997,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxNzAyIzIxIyQxIyQ5IyQ5OSQ0NjEwMDIjNjEjJDEjJDAjJDgz
우리맑은의원,의원,서울,강북구,미아동,"서울특별시 강북구 도봉로 196-0, (미아동, 삼화빌딩 9층)",02-987-7711,http://www.wooriskin.com/,41002,1,0,127.0265993,37.626160400000003,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxOTYxIzQxIyQxIyQ3IyQ5OSQyNjE4MzIjNjEjJDEjJDQjJDgz
우리의원,의원,서울,강북구,수유동,"서울특별시 강북구 도봉로 255, 3층 (수유동)",02-989-2800,http://,32753,1,0,127.0239193,37.6311471,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzExIyQxIyQ3IyQ5OSQzNjE4MzIjNjEjJDEjJDgjJDgz
체인지미피부과의원,의원,서울,강북구,번동,"서울특별시 강북구 도봉로 358, 코스타타워 203호 (번동)",02-998-9114,http://www.change-me.com,37440,1,1,127.02749129999999,37.639145399999997,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMzUxIzMxIyQxIyQ3IyQ2MiQyNjEwMDIjNDEjJDEjJDQjJDgz
푸름외과의원,의원,서울,강북구,미아동,"서울특별시 강북구 도봉로 30, 12층 (미아동, 에코피아빌딩)",02-981-6006,epurum.net,40231,1,0,127.0307165,37.611662899999999,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMTkxIzUxIyQxIyQxIyQ4MiQyNjE0ODEjNDEjJDEjJDgjJDgz
하맥외과의원,의원,서울,강북구,번동,"서울특별시 강북구 도봉로 324, 7층 (번동, 탑메디칼센터)",02-985-2332,www.harmac.co.kr/,37506,1,0,127.0248586,37.636798300000002,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzUxIyQxIyQ1IyQ3MiQzNjEwMDIjNTEjJDEjJDYjJDgz
강남준성형외과의원,의원,서울,강서구,마곡동,"서울특별시 강서구 공항대로 261, 발산파크프라자 4층 402~3호 (마곡동)",533-0285,http://www.juneclinic.co.kr,37601,1,0,126.836521,37.559153199999997,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMzUxIzQxIyQxIyQ3IyQ3MiQzNjE0ODEjODEjJDEjJDIjJDgz
강서연세내과의원,의원,서울,강서구,방화동,"서울특별시 강서구 양천로 72, 403호, 404호 (방화동, 해성빌딩)",02-2662-7582,www.gs-yonsei.com/,41128,1,0,126.81179229999999,37.573217200000002,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxOTYxIzUxIyQxIyQxIyQ5MiQzNjE0ODEjNjEjJDEjJDgjJDgz
김현영산부인과의원,의원,서울,강서구,화곡동,"서울특별시 강서구 강서로 43, 402,403호 (화곡동, 도양라비앙타워)",02-2699-5225,http://dryoung.or.kr/,40273,1,0,126.8465161,37.531529800000001,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMzUxIzQxIyQxIyQ3IyQ3MiQyNjEwMDIjNjEjJDEjJDQjJDgz
나은마취통증의학과의원,의원,서울,강서구,화곡동,"서울특별시 강서구 화곡로 176-4, 4층 (화곡동)",02-2605-8575,http://www.naeunpain.com/,40060,1,0,126.8411471,37.541638499999998,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMzUxIzIxIyQxIyQ5IyQ5OSQyNjE0ODEjNjEjJDEjJDgjJDgz
더화이트의원,의원,서울,강서구,화곡동,"서울특별시 강서구 강서로 242, 306호 (화곡동, 강서힐스테이트)",02-2065-2301,http://soowoman.co.kr,40669,1,0,126.8367634,37.547384800000003,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxOTYxIzIxIyQxIyQxIyQwMyQ0NjE0ODEjODEjJDEjJDIjJDgz
라르떼의원,의원,서울,강서구,화곡동,"서울특별시 강서구 강서로 161, 4,5층 (화곡동)",02-2604-0100,http://larte.kr,41046,1,0,126.8405606,37.541128700000002,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMTkxIzExIyQxIyQ3IyQ4MiQyNjE0ODEjNzEjJDEjJDgjJDgz
라임비뇨기과의원,의원,서울,강서구,화곡동,"서울특별시 강서구 공항대로 426, 401,402호 (화곡동, VIP오피스텔)",02-2651-8270,http://www.kangseo-lime.com,39267,1,0,126.8542321,37.554827299999999,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxOTYxIzMxIyQxIyQzIyQ3OSQ0NjE0ODEjNzEjJDEjJDgjJDgz
맑은얼굴의원,의원,서울,강서구,화곡동,"서울특별시 강서구 강서로 177, 영빌딩 5층 501호 (화곡동)",02-2698-3011,http://www.cleanface.co.kr,40000,1,0,126.83950419999999,37.542183799999997,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMTkxIzIxIyQxIyQ5IyQ3OSQyNjE4MzIjNjEjJDEjJDQjJDgz
베러미의원,의원,서울,강서구,마곡동,"서울특별시 강서구 마곡중앙5로 22, 302, 303호 (마곡동)",02-6349-9000,https://magoknaru.bettermeclinic.co.kr/,45393,1,0,126.82530300000001,37.567249799999999,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzIxIyQxIyQ5IyQ4MiQzNjEwMDIjNTEjJDEjJDYjJDgz
보아스이비인후과의원,의원,서울,강서구,화곡동,"서울특별시 강서구 강서로 56, 3층 (화곡동)",02-2601-7528,http://www.boazent.co.kr,37683,1,0,126.84640159999999,37.532770900000003,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMzUxIzUxIyQxIyQxIyQxMyQ0NjE0ODEjNjEjJDEjJDgjJDgz
비전이비인후과의원,의원,서울,강서구,가양동,"서울특별시 강서구 허준로 198, 303호 (가양동, 가양프라자)",02-3664-8001,http://www.drnose.co.kr/,36838,1,0,126.8602635,37.561302900000001,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzExIyQxIyQ3IyQ3MiQyNjE4MzIjNzEjJDEjJDgjJDgz
빈센트의원,의원,서울,강서구,마곡동,"서울특별시 강서구 강서로 391, 7층 702~704호호 (마곡동, 문영비즈웍스)",02-3665-3651,http://www.dr-ephraim.co.kr,42922,2,0,126.8384276,37.560544899999996,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxOTYxIzMxIyQxIyQ3IyQ5MiQ0NjEwMDIjNjEjJDEjJDAjJDgz
서울프리마비뇨의학과의원,의원,서울,강서구,등촌동,"서울특별시 강서구 강서로56길 110, SJC빌딩 5층 (등촌동)",02-2659-5254,http://,36110,1,0,126.8448925,37.558881100000001,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMTkxIzMxIyQxIyQ3IyQxMyQzNjE4MzIjNjEjJDEjJDgjJDgz
셀로디피부과의원 강서점,의원,서울,강서구,등촌동,"서울특별시 강서구 공항대로 525, 비원오피스텔 2층 202~3호 (등촌동)",02-3664-1675,https://ks.cellodyskin.com,45789,3,3,126.8652886,37.551539599999998,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMTkxIzExIyQxIyQ3IyQ4MiQzNjEyMjIjODEjJDEjJDIjJDgz
셀앤케이의원,의원,서울,강서구,마곡동,"서울특별시 강서구 공항대로 242, 열린M타워Ⅱ 3층 313,314,315호 (마곡동)",,https://www.cellnk.com,45526,1,0,126.8343428,37.558499099999999,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzMxIyQxIyQ3IyQxMyQyNjEyMjIjNTEjJDEjJDYjJDgz
에스앤유장승호피부과의원,의원,서울,강서구,마곡동,"서울특별시 강서구 방화대로 294, 4층 410호 (마곡동, 마곡더블유타워)",02-567-5050,http://www.snusinsa.co.kr,42503,1,1,126.8170516,37.566996199999998,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxNzAyIzIxIyQxIyQ5IyQ5MiQyNjEyMjIjNTEjJDEjJDYjJDgz
엘유라인업의원,의원,서울,강서구,화곡동,"서울특별시 강서구 강서로 27, 303호, 304호 (화곡동)",02-2646-4200,http://www.luclinic.co.kr,41184,1,0,126.8471931,37.530373400000002,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxNzAyIzMxIyQxIyQzIyQ4OSQzNjE4MzIjNzEjJDEjJDgjJDgz
연세필비뇨기과의원,의원,서울,강서구,화곡동,"서울특별시 강서구 강서로 43, 603호 (화곡동, 도양라비앙타워)",02-2065-3030,http://www.philuro.net/,40301,1,0,126.8465161,37.531529800000001,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMzUxIzQxIyQxIyQ3IyQxMyQzNjE0ODEjODEjJDEjJDYjJDgz
예사랑피부과의원,의원,서울,강서구,가양동,"서울특별시 강서구 양천로57길 9-7, 2층 (가양동)",02-3662-7975,http://,39601,1,1,126.85143890000001,37.563407599999998,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxNzAyIzIxIyQxIyQ1IyQ3OSQzNjE4MzIjNzEjJDEjJDgjJDgz
오가나셀피부과의원마곡점,의원,서울,강서구,마곡동,"서울특별시 강서구 마곡중앙로 105-7, 2층 (마곡동)",02-2659-2888,https://oganacell-magok.com/,45716,2,1,126.8260942,37.562956200000002,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMTkxIzExIyQxIyQzIyQ5OSQzNjE4MzIjNDEjJDEjJDgjJDgz
오라클피부과의원(화곡점),의원,서울,강서구,화곡동,"서울특별시 강서구 화곡로 176-4, 7층 (화곡동)",02-2605-1175,http://www.skinland.com/sub10/_areaInfo.php?area=서울 화곡점,39902,1,1,126.8411471,37.541638499999998,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMzUxIzIxIyQxIyQxIyQ5OSQyNjE0ODEjNTEjJDEjJDYjJDgz
우리정형외과의원,의원,서울,강서구,등촌동,"서울특별시 강서구 등촌로 75, 3층 (등촌동, 지덕빌딩)",02-2644-0114,http://www.woorios.co.kr,38827,1,0,126.8632229,37.5367046,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMTkxIzMxIyQxIyQ3IyQ2MiQzNjEwMDIjNTEjJDEjJDYjJDgz
의) 롯데의료재단 보바스의원,의원,서울,강서구,마곡동,"서울특별시 강서구 마곡중앙3로 16, VL 르웨스트 1층 (마곡동)",02-6735-6800,https://www.bobathm.net/,45975,1,0,126.824547,37.562961600000001,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMTkxIzIxIyQxIyQ5IyQ3MiQyNjEwMDIjODEjJDEjJDYjJDgz
이고은피부과의원,의원,서울,강서구,화곡동,"서울특별시 강서구 화곡로 164, (화곡동)",02-2606-0075,http://www.ourskin.co.kr/,37910,2,1,126.8398924,37.5412508,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxOTYxIzIxIyQxIyQ1IyQ4OSQ0NjEwMDIjNDEjJDEjJDQjJDgz
이동훈내과의원,의원,서울,강서구,가양동,"서울특별시 강서구 양천로57길 9-7, 301호 (가양동, 청계빌딩)",02-3662-8242,www.ldhmedclinic.com/,40731,1,0,126.85143890000001,37.563407599999998,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxOTYxIzIxIyQxIyQ1IyQ5MiQzNjE4MzIjODEjJDEjJDYjJDgz
이승한피부과의원,의원,서울,강서구,화곡동,"서울특별시 강서구 강서로 43-17, 302호 (화곡동, 오거닉타워)",02-2690-8869,http://,35291,1,1,126.8466933,37.531106100000002,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzExIyQxIyQzIyQ5OSQ0NjE0ODEjODEjJDEjJDYjJDgz
이진행비뇨기과의원,의원,서울,강서구,가양동,"서울특별시 강서구 양천로57길 16, 3층 (가양동, 영보빌딩)",02-3661-0854,http://www.drleeuro.co.kr/,35264,1,0,126.8525226,37.563379500000003,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzIxIyQxIyQ5IyQwMyQyNjEyMjIjODEjJDEjJDYjJDgz
정내과의원,의원,서울,강서구,화곡동,"서울특별시 강서구 까치산로4길 3, 2층 (화곡동, 화성빌딩)",02-2606-7577,http://www.drtaese.co.kr/index.asp,36393,2,0,126.8441365,37.5424875,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzMxIyQxIyQzIyQwMyQyNjEyMjIjNDEjJDEjJDgjJDgz
최비뇨의학과의원,의원,서울,강서구,가양동,"서울특별시 강서구 양천로 461, 주영빌딩 4층 401호 (가양동)",02-2659-9477,http://www.choiclinic.com/,34452,1,0,126.8522408,37.563049499999998,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzUxIyQxIyQ1IyQ5OSQ0NjEwMDIjNDEjJDEjJDQjJDgz
코앤유의원,의원,서울,강서구,공항동,"서울특별시 강서구 공항대로 32, (공항동)",02-2661-0567,http://www.conyou.co.kr,38166,1,0,126.8107236,37.561033799999997,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzUxIyQxIyQ1IyQ5MiQzNjE4MzIjNjEjJDEjJDAjJDgz
하나메디퀸즈의원,의원,서울,강서구,마곡동,"서울특별시 강서구 마곡중앙8로1길 81, 3층 IT-308~9,BT-330~4호 (마곡동)",,http://hanamediqueens.com,46015,1,0,126.8375721,37.568396,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMTkxIzMxIyQxIyQzIyQ4OSQzNjE0ODEjNDEjJDEjJDgjJDgz
햇살가득한가정의학과의원,의원,서울,강서구,화곡동,"서울특별시 강서구 등촌로 59-1, 2층 (화곡동)",02-2062-1600,http://www.haetsalclinic.co.kr,39265,1,0,126.8631863,37.535382200000001,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzQxIyQxIyQ3IyQwMyQyNjE0ODEjNDEjJDEjJDgjJDgz
현대항분하지외과의원,의원,서울,강서구,화곡동,"서울특별시 강서구 화곡로 166, 화수빌딩 5,6층 (화곡동)",02-2698-5021,http://vein75.net/,44504,1,0,126.840087,37.5413073,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzQxIyQxIyQ3IyQxMyQyNjE0ODEjODEjJDEjJDYjJDgz
김성무비뇨기과의원,의원,서울,관악구,봉천동,"서울특별시 관악구 남부순환로 1827, 3층 (봉천동)",02-878-1569,http://,35647,1,0,126.95342770000001,37.4813525,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQxIyQ1IyQ3OSQyNjE4MzIjNDEjJDEjJDgjJDgz
김의원,의원,서울,관악구,신림동,"서울특별시 관악구 신림로 368, 2층 (신림동)",02-855-7541,http://dr-kiment.co.kr,40942,1,0,126.9292677,37.487123099999998,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMzUxIzExIyQxIyQ3IyQwMyQzNjE4MzIjNjEjJDEjJDgjJDgz
더영산부인과의원,의원,서울,관악구,봉천동,"서울특별시 관악구 관악로 195, 314,315호 (봉천동, 관악위버폴리스)",02-876-7722,http://www.flocedangsan.com,42144,1,0,126.9531143,37.482820699999998,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMTkxIzUxIyQxIyQ1IyQwMyQzNjEwMDIjNDEjJDEjJDgjJDgz
리즈산부인과의원,의원,서울,관악구,신림동,"서울특별시 관악구 남부순환로 1599, 3층 (신림동)",02-888-1218,http://www.iriz.co.kr/user/branch/branch/contents_01.asp?bseq=OCAg#contents_area,40990,1,0,126.9281786,37.484306699999998,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxOTYxIzQxIyQxIyQ3IyQ3OSQzNjE0ODEjODEjJDEjJDYjJDgz
매일참사랑의원,의원,서울,관악구,신림동,"서울특별시 관악구 호암로22길 60, 태양빌딩 3층 (신림동)",02-883-7582,http://www.365goodmorning.co.kr,39578,1,0,126.93618119999999,37.4685512,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxOTYxIzQxIyQyIyQ3IyQwMCQyNjE4MzIjNTEjJDEjJDIjJDgz
미앤미의원,의원,서울,관악구,봉천동,"서울특별시 관악구 남부순환로 1801, 6층 (봉천동)",02-877-8160,http://www.sjnunco.com,44449,1,0,126.9503577,37.481833199999997,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMTkxIzExIyQxIyQzIyQ3MiQyNjEyMjIjNDEjJDEjJDQjJDgz
박앤박피부과의원,의원,서울,관악구,신림동,"서울특별시 관악구 신림로 137, 조흥빌딩 5층 (신림동)",02-888-0750,http://www.parknpark.co.kr/,39960,1,1,126.9340785,37.471163599999997,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxMzUxIzExIyQxIyQzIyQxMyQzNjE0ODEjNDEjJDEjJDgjJDgz
블리비의원,의원,서울,관악구,신림동,"서울특별시 관악구 시흥대로 552, 8층 (신림동)",1644-8341,ㅇ,41865,3,0,126.9014464,37.482126700000002,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMTkxIzQxIyQyIyQ3IyQwMCQyNjE0ODEjNTEjJDEjJDYjJDgz
사는기쁨이비인후과의원,의원,서울,관악구,봉천동,"서울특별시 관악구 인헌길 39, 3층 (봉천동, 법향빌딩)",02-875-8262,www.joymedic.com/,40308,1,0,126.966936,37.473684800000001,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMzUxIzIxIyQxIyQxIyQ4MiQ0NjE0ODEjODEjJDEjJDIjJDgz
서울온비뇨의학과의원,의원,서울,관악구,신림동,"서울특별시 관악구 남부순환로 1619, 영일빌딩 4층 (신림동)",02-877-7788,http://on-uro.com,45539,1,0,126.930519,37.484655699999998,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzQxIyQyIyQ3IyQwMCQ0NjEwMDIjNTEjJDEjJDYjJDgz
연세365산부인과의원,의원,서울,관악구,남현동,"서울특별시 관악구 과천대로 939, 르메이에르강남타운2 306,307,308호 (남현동)",02-547-2876,http://www.ysmi.co.kr,43452,1,0,126.98146010000001,37.474393800000001,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxOTYxIzIxIyQxIyQ1IyQwMyQyNjEyMjIjNjEjJDEjJDQjJDgz
연세건강한내과의원,의원,서울,관악구,봉천동,"서울특별시 관악구 보라매로 12, 4층 (봉천동)",02-875-7596,http://www.byhim4u.com/index.asp,39315,2,0,126.9277574,37.4904929,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxNzAyIzIxIyQxIyQ1IyQ4MiQzNjEyMjIjNTEjJDEjJDIjJDgz
충민내과의원,의원,서울,관악구,봉천동,"서울특별시 관악구 관악로 194, 2층 (봉천동)",02-478-0035,http://www.drcancer.or.kr/,43437,1,0,126.95374390000001,37.482294799999998,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxMzUxIzMxIyQxIyQzIyQwMyQ0NjE0ODEjODEjJDEjJDIjJDgz
코스모스의원,의원,서울,관악구,봉천동,"서울특별시 관악구 남부순환로 1837, 샤론빌딩 3층 (봉천동)",02-877-8383,http://www.cosmosps.com/,39582,1,0,126.9545067,37.4809208,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxMzUxIzQxIyQxIyQ3IyQ5MiQyNjE4MzIjNTEjJDEjJDIjJDgz
하나항맥외과의원,의원,서울,관악구,봉천동,"서울특별시 관악구 관악로 203, 3층 (봉천동)",02-875-7233,http://www.1hangmac.kr,40485,1,0,126.9537917,37.483307799999999,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMTkxIzIxIyQxIyQ5IyQ4OSQyNjE0ODEjODEjJDEjJDIjJDgz
건대닥터에버스의원,의원,서울,광진구,자양동,"서울특별시 광진구 능동로 87, 203~209-1호 (자양동)",02-6952-7131,https://www.evers25.co.kr/,45882,3,0,127.06965510000001,37.539145900000001,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMTkxIzIxIyQxIyQ1IyQ5OSQzNjEwMDIjNTEjJDEjJDYjJDgz
고려산부인과의원,의원,서울,광진구,군자동,"서울특별시 광진구 광나루로 355, 3층 (군자동)",02-462-7799,http://www.koreaobgy.co.kr,39195,1,0,127.0693575,37.548382799999999,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzIxIyQxIyQxIyQ5MiQ0NjE0ODEjNTEjJDEjJDYjJDgz
광진성모셀인의원,의원,서울,광진구,자양동,"서울특별시 광진구 능동로 50, (자양동,이튼리버타워 2차 207호)",466-0662,http://www.smilesungmo.com,36393,1,0,127.0693472,37.535663100000001,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzMxIyQxIyQzIyQwMyQyNjE0ODEjNjEjJDEjJDAjJDgz
굿모닝함운외과의원,의원,서울,광진구,중곡동,"서울특별시 광진구 천호대로 653, 3층 (중곡동)",455-7175,http://www.gm7175.com,37284,1,0,127.08966789999999,37.552849899999998,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMzUxIzExIyQxIyQzIyQ5OSQzNjE0ODEjNDEjJDEjJDgjJDgz
그랜트피부과의원,의원,서울,광진구,중곡동,"서울특별시 광진구 천호대로 549, 지타워 3층 (중곡동)",02-2039-1477,www.grantskin.com,44376,3,1,127.0792261,37.557698500000001,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMzUxIzExIyQxIyQzIyQ5OSQzNjE0ODEjNjEjJDEjJDQjJDgz
김영관내과안과의원,의원,서울,광진구,광장동,"서울특별시 광진구 아차산로 506, 은석 3층 (광장동)",455-5574,http://kykmedical.co.kr,37231,3,0,127.0977256,37.541490000000003,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzUxIyQxIyQxIyQxMyQ0NjE0ODEjNDEjJDEjJDgjJDgz
김재선피부과의원,의원,서울,광진구,자양동,"서울특별시 광진구 자양로 48, (자양동)",02-455-0080,http://nice080.co.kr/024550080/index.asp,32840,1,1,127.0857695,37.532381600000001,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzExIyQxIyQ3IyQ5MiQzNjEwMDIjNjEjJDEjJDgjJDgz
대원피부과의원,의원,서울,광진구,중곡동,"서울특별시 광진구 용마산로 58, 2층 (중곡동)",02-453-7900,http://,37553,1,1,127.0880246,37.558806699999998,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxOTYxIzExIyQxIyQzIyQ4OSQyNjEwMDIjNjEjJDEjJDQjJDgz
라비아의원,의원,서울,광진구,자양동,"서울특별시 광진구 아차산로 220, 4층 (자양동)",464-9500,http://www.kd-lamarskin.com,39244,1,0,127.0676643,37.540639900000002,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMzUxIzExIyQxIyQzIyQ2MiQ0NjEwMDIjNzEjJDEjJDgjJDgz
만택루쎄의원,의원,서울,광진구,구의동,"서울특별시 광진구 광나루로 614, 만택빌딩 6,8층 (구의동)",02-456-5333,http://luce-clinic.co.kr/,33372,2,0,127.0958444,37.540797499999996,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzQxIyQxIyQ3IyQ3MiQzNjEyMjIjODEjJDEjJDIjJDgz
맑은윤의원,의원,서울,광진구,구의동,"서울특별시 광진구 자양로 116, 205,206호 (구의동, 웰츠타워)",02-452-5958,http://www.dryoonclinic.com,45953,1,0,127.0838827,37.538220899999999,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMTkxIzIxIyQxIyQ5IyQ5OSQyNjE4MzIjNTEjJDEjJDYjJDgz
샤인소아청소년과의원,의원,서울,광진구,중곡동,"서울특별시 광진구 용마산로 57, 1층 (중곡동)",02-562-8275,http://www.shineped.co.kr,40315,2,0,127.08756409999999,37.558748899999998,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMzUxIzUxIyQxIyQxIyQ4OSQyNjEyMjIjNDEjJDEjJDgjJDgz
서울내외의원,의원,서울,광진구,구의동,"서울특별시 광진구 구의강변로 99, (구의동)",02-456-7002,http://www.seouldoctors.kr/,39182,10,1,127.0938519,37.539527700000001,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxOTYxIzQxIyQxIyQ3IyQ3OSQzNjE0ODEjNzEjJDEjJDgjJDgz
서울엠비(MB)내과의원,의원,서울,광진구,자양동,"서울특별시 광진구 능동로 18, (자양동, 이튼타워 3차 113호,114호,116호,117호)",02-466-9100,http://www.seoulmb.com,39582,2,0,127.0681986,37.532759599999999,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMTkxIzExIyQyIyQzIyQwMCQyNjEyMjIjNjEjJDEjJDQjJDgz
